dataset_base,imputed_file,original_file,method,missing_rate,n,rmse,nrmse,nrmse_mode,wd,jsd,js_distance,bins_mode,bins_used
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr40_Spline_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Spline,,299,143214242.448395,0.08242584094418116,range,13400684.519320989,0.556464977831546,0.7459658020523099,fd,93
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_ARIMA_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,ARIMA,,1034,20202539.547868207,0.03447790365504282,range,3542830.971748598,0.01253792081584894,0.11197285749613135,fd,70
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_ARIMA_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,ARIMA,,1034,36243504.43051271,0.061853612557743715,range,6835053.503272753,0.028275488097799055,0.1681531685630665,fd,70
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_ARIMA_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,ARIMA,,1034,42563317.38535241,0.07263908344661754,range,8677248.055635367,0.054711491972998245,0.23390487804446972,fd,70
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_ARIMA_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,ARIMA,,1034,58905994.33938453,0.10052969789890136,range,9877058.078450972,0.049499079614873764,0.22248388619150325,fd,103
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_HoltWinters_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,HoltWinters,,1034,20285575.68954268,0.034619614160583755,range,2549210.0459234803,0.17003504681476855,0.41235306087716694,fd,70
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_HoltWinters_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,HoltWinters,,1034,34253223.01796054,0.05845697370321727,range,6229721.0140926605,0.014122553184109661,0.11883834896240213,fd,70
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_HoltWinters_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,HoltWinters,,1034,39705285.145151384,0.06776153030597512,range,9158488.526899168,0.0923223998125933,0.3038460133235144,fd,70
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_HoltWinters_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,HoltWinters,,1034,61370618.15255061,0.10473585535623106,range,6027779.7069079075,0.3237743043419624,0.5690116908658049,fd,70
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_KNN_Sklearn_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,KNN_Sklearn,,1034,18889946.13504721,0.03223781551571474,range,4393768.081029926,0.02897622602397583,0.1702240465503503,fd,82
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_KNN_Sklearn_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,KNN_Sklearn,,1034,32979646.402320106,0.05628347211212647,range,9535392.572075428,0.060593745557687165,0.24615796870645315,fd,85
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_KNN_Sklearn_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,KNN_Sklearn,,1034,37791682.30532217,0.06449575205125022,range,13717687.620814946,0.09254486069288738,0.30421186809999273,fd,82
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_KNN_Sklearn_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,KNN_Sklearn,,1034,48122832.66973605,0.08212702093534496,range,19256778.160497904,0.14372408692225996,0.379109597507449,fd,86
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_Kalman_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Kalman,,1034,57038097.53808523,0.09734192213436606,range,4231640.131223189,0.5763469799119633,0.759175197113264,fd,203
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_Kalman_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Kalman,,1034,71580714.76151147,0.12216053240528937,range,8164134.715698679,0.42154434554341963,0.6492644650243995,fd,150
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_Kalman_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Kalman,,1034,87628940.82377855,0.14954863332686769,range,14487508.381564513,0.5114101620949283,0.7151294722600434,fd,140
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_Kalman_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Kalman,,1034,100559392.44059695,0.17161590185043807,range,17874430.264729165,0.4368288203038044,0.6609302688663944,fd,127
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_LOCF_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,LOCF,,1034,30258258.100081597,0.05163911720465442,range,928451.5425531915,0.005418639529136682,0.07361140896040967,fd,71
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_LOCF_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,LOCF,,1034,46488938.17912753,0.07933859640603126,range,1001973.3907156674,0.0027227519150229496,0.052179995352845225,fd,70
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_LOCF_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,LOCF,,1034,57054291.69793534,0.09736955928769342,range,3078586.073500967,0.033547659931301405,0.18316020291346427,fd,70
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_LOCF_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,LOCF,,1033,69936819.68186119,0.1193550407471299,range,2785066.295256534,0.06404143384714585,0.2530640903944016,fd,70
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_Linear_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Linear,,1034,25417879.015823107,0.04337846644213389,range,879740.6382978722,0.004831831864783465,0.06951137939059665,fd,70
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_Linear_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Linear,,1034,41064941.13669521,0.07008193602375017,range,2641734.457607995,0.03672336450900085,0.1916334117762371,fd,70
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_Linear_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Linear,,1034,48224877.21362775,0.08230117141501533,range,4485121.195519021,0.05186467259376995,0.22773816674806607,fd,70
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_Linear_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Linear,,1034,59834651.31975108,0.10211455537792256,range,5580534.458220502,0.060151457659966795,0.2452579410742225,fd,70
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_Mean_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Mean,,1034,18889946.13504721,0.03223781551571474,range,4393768.081029926,0.02897622602397583,0.1702240465503503,fd,82
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_Mean_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Mean,,1034,32979646.402320106,0.05628347211212647,range,9535392.572075428,0.060593745557687165,0.24615796870645315,fd,85
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_Mean_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Mean,,1034,37791682.30532217,0.06449575205125022,range,13717687.620814946,0.09254486069288738,0.30421186809999273,fd,82
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_Mean_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Mean,,1034,48122832.66973605,0.08212702093534496,range,19256778.160497904,0.14372408692225996,0.379109597507449,fd,86
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_SVD_KNN_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,SVD_KNN,,1034,20191141.518415906,0.03445845163712287,range,2299766.339280215,0.009535583542999524,0.0976503125596612,fd,78
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_SVD_KNN_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,SVD_KNN,,1034,34749682.6648252,0.05930423787179664,range,4977258.131572984,0.010107552935860391,0.10053632644900246,fd,81
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_SVD_KNN_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,SVD_KNN,,1034,39350875.7016689,0.06715669076994185,range,6945229.9158616755,0.015434597289114275,0.12423605470681318,fd,84
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_SVD_KNN_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,SVD_KNN,,1034,50708324.53730232,0.08653945330799948,range,11564508.962304458,0.0337251166767022,0.18364399439323412,fd,100
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_SVD_KNN_Hankel_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,SVD_KNN_Hankel,,1034,19405248.763242304,0.03311723734909388,range,2983599.179026492,0.00964892356022539,0.0982289344349484,fd,82
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_SVD_KNN_Hankel_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,SVD_KNN_Hankel,,1034,34404556.56679486,0.05871524140783542,range,6355846.497196633,0.014911908407382405,0.1221143251522212,fd,93
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_SVD_KNN_Hankel_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,SVD_KNN_Hankel,,1034,39297796.820441686,0.06706610569529155,range,9034618.991552837,0.03903775246125036,0.1975797369702935,fd,114
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_SVD_KNN_Hankel_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,SVD_KNN_Hankel,,1034,50735176.94572327,0.08658527996005229,range,13278463.922646606,0.04333427800481781,0.20816886896175857,fd,133
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_Spline_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Spline,,1034,36564338.45290533,0.06240115186522052,range,3272387.0968648256,0.5707945995224825,0.7555094966461259,fd,93
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_Spline_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Spline,,1034,55687362.231564894,0.09503674056789378,range,6288028.3887885455,0.5456820995525813,0.7387029846647306,fd,85
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_Spline_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Spline,,1034,65165849.582283154,0.11121284421562011,range,9485725.196095733,0.526806153909927,0.725814131792656,fd,74
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_Spline_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Spline,,1034,77922125.4657981,0.13298286228027395,range,10783829.294086609,0.568524762528879,0.7540058106731532,fd,87
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr10_ARIMA_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,ARIMA,,884,30249964.47956139,0.017974203024869635,range,4144602.4805263528,0.007240367393267879,0.08509034841430536,fd,65
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr20_ARIMA_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,ARIMA,,884,54341123.063223414,0.03228890993236517,range,7712321.293607855,0.5994532214250554,0.7742436447430844,fd,57
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr30_ARIMA_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,ARIMA,,884,61734074.41169027,0.03668172198277634,range,12226186.059683094,0.5967632611432457,0.7725045379434646,fd,57
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr40_ARIMA_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,ARIMA,,884,78856744.6433836,0.046855828179836245,range,13994675.994113313,0.6063532697957514,0.7786868881622134,fd,57
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr10_HoltWinters_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,HoltWinters,,884,31358957.101419292,0.018633154494112663,range,2423138.9692131747,0.07392423572372477,0.2718901170026685,fd,60
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr20_HoltWinters_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,HoltWinters,,884,60609895.7098012,0.03601374710837141,range,5705855.814071322,0.6435769550829573,0.8022324819420847,fd,57
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr30_HoltWinters_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,HoltWinters,,884,70702003.70500663,0.04201036896150764,range,10081497.228885613,0.6437165118544523,0.8023194574821505,fd,57
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr40_HoltWinters_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,HoltWinters,,884,86674949.69759274,0.051501321401137855,range,13773366.06378667,0.6460575628487975,0.8037770604146385,fd,57
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr10_KNN_Sklearn_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,KNN_Sklearn,,884,87215683.02946427,0.051822619321865666,range,17542653.47282225,0.01828038082980707,0.13520495859918402,fd,58
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr20_KNN_Sklearn_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,KNN_Sklearn,,884,134706604.1348741,0.08004121304495752,range,38376129.396174006,0.6068786284504212,0.7790241513909701,fd,57
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr30_KNN_Sklearn_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,KNN_Sklearn,,884,152157420.951904,0.09041030040805291,range,54546605.574942075,0.6121889541047554,0.7824250469564196,fd,57
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr40_KNN_Sklearn_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,KNN_Sklearn,,884,182512596.70142406,0.10844701883613961,range,74155255.73064971,0.6286071349068065,0.7928474852749465,fd,57
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr10_Kalman_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,Kalman,,884,53866778.84212593,0.032007059706080095,range,5037895.244132128,0.01228126217284167,0.1108208562177791,fd,58
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr20_Kalman_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,Kalman,,884,92760594.70932221,0.05511734610926659,range,12306574.64588161,0.3574868028127108,0.5979020010107934,fd,57
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr30_Kalman_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,Kalman,,884,116836277.02137126,0.06942285718288842,range,20231157.440254834,0.4638717476805031,0.6810813076869039,fd,57
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr40_Kalman_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,Kalman,,884,138220056.45441726,0.08212886856443215,range,22234574.210190937,0.23113033751760484,0.48076016631747354,fd,57
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr10_LOCF_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,LOCF,,884,32690741.113257878,0.019424486207253545,range,3131846.383484163,0.03945735916181325,0.1986387655061651,fd,61
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr20_LOCF_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,LOCF,,884,61596976.68702487,0.036600259991670575,range,4093579.2081447933,0.596541128738376,0.772360750387004,fd,57
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr30_LOCF_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,LOCF,,884,73530095.50811471,0.04369079064518861,range,5929997.878959275,0.5958504440203827,0.7719134951666428,fd,57
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr40_LOCF_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,LOCF,,884,91485794.67574108,0.05435987366214423,range,9386765.762443434,0.604906348377608,0.7777572554323154,fd,57
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr10_Linear_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,Linear,,884,33182109.480622023,0.01971645199785701,range,1822329.1973981904,0.007624281625725992,0.08731713248684929,fd,60
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr20_Linear_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,Linear,,884,56368251.60813529,0.033493407876432936,range,3305822.8252262417,0.5988204383549436,0.7738348908875482,fd,57
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr30_Linear_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,Linear,,884,75745466.8970252,0.045007140459307204,range,7916763.606711913,0.6005455936124143,0.7749487683791841,fd,57
