file_imputed,file_original,len_imputed,len_original,dtw_distance,normalized_dtw,trend_correlation,trend_dtw,seasonality_period_orig,seasonality_period_imp,seasonality_period_diff,seasonality_strength_orig,seasonality_strength_imp,seasonality_strength_diff,spectral_similarity,acf_similarity,overall_score
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr20_SVD_KNN_Hankel.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,537,537,55608823889.50983,103554606.87059557,-0.19862171667293896,132523618.66078116,107,4.0,103.0,0.1162079031088894,0.11876940592274216,0.0025615028138527562,0.9993282937426341,0.6989438167371625,0.4998834646022859
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr10_LOCF.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,537,537,53944336988.71667,100455003.703383,-0.25669326701711453,129483891.40271293,107,78.0,29.0,0.1162079031088894,0.12185923601355543,0.0056513329046660316,0.999252105151188,0.7489892093866014,0.4971826825068916
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr10_SVD_KNN.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,537,537,54485464708.14276,101462690.33173698,-0.22755362677620658,130494299.4711063,107,,,0.1162079031088894,,,0.99929058798785,0.7108966345284439,0.4942111985800291
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr10_SVD_KNN_Hankel.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,537,537,54539755136.689064,101563789.82623662,-0.23847258796772866,131092586.6876442,107,,,0.1162079031088894,,,0.9993001040782632,0.7206238425053766,0.493817119538637
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr20_SVD_KNN.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,537,537,54909755467.083,102252803.4768771,-0.19854252234182726,130745107.79954551,107,4.0,103.0,0.1162079031088894,0.10460600217736403,0.011601900931525369,0.9992974402014732,0.6786043714557166,0.4931197631051208
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_Linear.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,537,537,320436353552.2496,596715742.1829602,-0.22737295109563518,600519206.0828061,107,,,0.1162079031088894,,,0.9959439591092125,0.7063420534394094,0.49163768715099554
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_Mean.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,537,537,57473194954.530785,107026433.8073199,-0.24755932537446984,130792811.9955266,107,,,0.1162079031088894,,,0.9993642102410425,0.7095757402551498,0.48712687504057417
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_KNN_Sklearn.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,537,537,57473194954.530785,107026433.8073199,-0.24755932537446984,130792811.9955266,107,,,0.1162079031088894,,,0.9993642102410425,0.7095757402551498,0.48712687504057417
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_SVD_KNN_Hankel.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,537,537,60047925514.200905,111821090.34301844,-0.2635634109158222,136685797.18451363,107,2.0,105.0,0.1162079031088894,0.13247468149162228,0.016266778382732883,0.99936869806472,0.7030214082361821,0.4796088984616933
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_SVD_KNN.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,537,537,58266748443.45307,108504187.04553644,-0.254779361397252,132321153.563365,107,2.0,105.0,0.1162079031088894,0.1110680134442739,0.005139889664615496,0.9993178207944631,0.6909159221879079,0.47848479386170634
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_LOCF.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,537,537,320902538326.4501,597583870.254097,-0.31029426212450356,601258379.3223869,107,10.0,97.0,0.1162079031088894,0.12207092002836849,0.005863016919479089,0.9953599283373552,0.7128524086229306,0.4659726916119274
