dataset_base,imputed_file,original_file,method,missing_rate,n,dtw_distance,dtw_similarity,period_dom_ori,period_dom_imp,period_diff_ratio,period_similarity,spectral_cosine_similarity,trend_window,trend_corr
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr20_SVD_KNN_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,SVD_KNN,,299,42.28770291761907,0.02310124891364881,25,25,0.0,1.0,0.962549045673017,25,0.9513786294491063
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr30_SVD_KNN_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,SVD_KNN,,299,54.02164946937271,0.01817466414845743,25,25,0.0,1.0,0.9514855786516365,25,0.9309898417927387
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr40_SVD_KNN_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,SVD_KNN,,299,71.94844570614816,0.01370831126448139,25,8,0.68,0.31999999999999995,0.9275370511275911,16,0.8566104731563216
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr10_SVD_KNN_Hankel_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,SVD_KNN_Hankel,,299,15.412329929280633,0.06092980121097474,25,25,0.0,1.0,0.990513672119605,25,0.9784991206387685
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr20_SVD_KNN_Hankel_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,SVD_KNN_Hankel,,299,42.63839621515581,0.02291559925964226,25,8,0.68,0.31999999999999995,0.9615338187998114,16,0.9396382166675911
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr30_SVD_KNN_Hankel_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,SVD_KNN_Hankel,,299,54.75722337819395,0.01793489595450496,25,17,0.32,0.6799999999999999,0.9536945779195736,21,0.9213004493529623
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr40_SVD_KNN_Hankel_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,SVD_KNN_Hankel,,299,72.09423760416477,0.013680969017221432,25,25,0.0,1.0,0.9280959691499854,25,0.8817993883391227
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr10_Spline_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Spline,,299,26.384997965454346,0.03651634377557672,25,25,0.0,1.0,0.9675126423338157,25,0.9363312935962862
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr20_Spline_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Spline,,299,52.730409939189194,0.01861143440245061,25,25,0.0,1.0,0.8661396465493091,25,0.9131520233668579
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr30_Spline_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Spline,,299,68.20614902416017,0.014449583080412344,25,25,0.0,1.0,0.8347443800902766,25,0.8759574881499111
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr40_Spline_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Spline,,299,95.09467109345348,0.010406404315880172,25,8,0.68,0.31999999999999995,0.7775425601345939,16,0.7007269343217272
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_ARIMA_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,ARIMA,,1035,82.9579131142987,0.011910729589462508,16,16,0.0,1.0,0.982310892345233,16,0.9658196594655372
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_ARIMA_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,ARIMA,,1035,179.8653693932687,0.005528974415359899,16,8,0.5,0.5,0.9435625156552123,12,0.8785674365446453
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_ARIMA_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,ARIMA,,1035,253.0621502663398,0.003936044778616864,16,11,0.3125,0.6875,0.922545173531855,13,0.8183845040201583
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_ARIMA_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,ARIMA,,1035,312.0955390034569,0.003193913280217509,16,11,0.3125,0.6875,0.8687290603002175,13,0.5740560433857839
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_HoltWinters_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,HoltWinters,,1035,68.22562001798151,0.014445518866284588,16,16,0.0,1.0,0.9812316480455247,16,0.9588544912727992
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_HoltWinters_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,HoltWinters,,1035,164.4800578830328,0.006043024233813332,16,8,0.5,0.5,0.9477339945602035,12,0.8944413894331237
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_HoltWinters_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,HoltWinters,,1035,234.56543032606834,0.004245105058988518,16,11,0.3125,0.6875,0.9311672353501951,13,0.8342268587291316
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_HoltWinters_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,HoltWinters,,1035,300.27720022613323,0.0033192023798993687,16,16,0.0,1.0,0.8454995321826576,16,0.5886531871169225
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_KNN_Sklearn_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,KNN_Sklearn,,1035,77.05829008985293,0.012810939092425668,16,16,0.0,1.0,0.9839980167246364,16,0.966943004258443
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_KNN_Sklearn_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,KNN_Sklearn,,1035,178.183070398014,0.005580884387005591,16,16,0.0,1.0,0.9513281367216875,16,0.9128793600654216
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_KNN_Sklearn_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,KNN_Sklearn,,1035,248.09016427374416,0.004014610544401199,16,5,0.6875,0.3125,0.9376092793585008,10,0.8659383732111713
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_KNN_Sklearn_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,KNN_Sklearn,,1035,348.7427993306191,0.002859243998486669,16,16,0.0,1.0,0.913019607486452,16,0.6914340626260443
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_Kalman_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Kalman,,1035,181.8396182702275,0.0054692741620257146,16,16,0.0,1.0,0.9162481691328538,16,0.875088174673142
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_Kalman_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Kalman,,1035,270.0140603139979,0.003689845459831111,16,25,0.36,0.64,0.878915551338422,20,0.7706111669438122
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_Kalman_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Kalman,,1035,346.3596691610023,0.0028788604112139943,16,25,0.36,0.64,0.8405730217222828,20,0.7014922911222554
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_Kalman_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Kalman,,1035,413.5694658848778,0.0024121409855054087,16,25,0.36,0.64,0.7916568558121325,20,0.5647762625715382
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_LOCF_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,LOCF,,1035,56.35519707285543,0.017435211646640324,16,16,0.0,1.0,0.9645207299509131,16,0.9210719951722968
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_LOCF_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,LOCF,,1035,101.60629005783775,0.009745991200308614,16,8,0.5,0.5,0.9177340859753533,12,0.8288796221036542
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_LOCF_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,LOCF,,1035,167.7166641355113,0.005927096799382018,16,11,0.3125,0.6875,0.8822452472068899,13,0.7306249183959993
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_LOCF_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,LOCF,,1035,229.29316039394337,0.00434229135719612,16,14,0.125,0.875,0.817406912907232,15,0.5213135434644894
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_Linear_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Linear,,1035,75.54543851761653,0.013064135752123953,16,16,0.0,1.0,0.9724585551039515,16,0.9274935920566201
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_Linear_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Linear,,1035,174.39033570912986,0.005701568424262646,16,8,0.5,0.5,0.9258154802253008,12,0.8561998150036753
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_Linear_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Linear,,1035,241.20965829901888,0.004128654517836999,16,11,0.3125,0.6875,0.8917366734927497,13,0.7874991035542952
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_Linear_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Linear,,1035,333.69894401192033,0.002987759650548479,16,14,0.125,0.875,0.8281312494725817,15,0.6508054958829883
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_Mean_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Mean,,1035,77.05829008985293,0.012810939092425668,16,16,0.0,1.0,0.9839980167246364,16,0.966943004258443
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_Mean_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Mean,,1035,178.183070398014,0.005580884387005591,16,16,0.0,1.0,0.9513281367216875,16,0.9128793600654216
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_Mean_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Mean,,1035,248.09016427374416,0.004014610544401199,16,5,0.6875,0.3125,0.9376092793585008,10,0.8659383732111713
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_Mean_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Mean,,1035,348.7427993306191,0.002859243998486669,16,16,0.0,1.0,0.913019607486452,16,0.6914340626260443
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_SVD_KNN_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,SVD_KNN,,1035,59.52883856568574,0.01652105052230273,16,16,0.0,1.0,0.9828118491758909,16,0.9606427163383549
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_SVD_KNN_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,SVD_KNN,,1035,145.5792666354033,0.006822247258797992,16,8,0.5,0.5,0.9500091115249967,12,0.9029121069967647
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_SVD_KNN_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,SVD_KNN,,1035,192.00442150089503,0.005181228451781155,16,5,0.6875,0.3125,0.9356225605541254,10,0.8678139431299976
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_SVD_KNN_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,SVD_KNN,,1035,282.3227206718698,0.003529543968900927,16,5,0.6875,0.3125,0.9034231474998612,10,0.6948540088810369
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_SVD_KNN_Hankel_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,SVD_KNN_Hankel,,1035,64.70296273194863,0.015220013807896997,16,5,0.6875,0.3125,0.9841193135541538,10,0.9657622957295812
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_SVD_KNN_Hankel_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,SVD_KNN_Hankel,,1035,152.11104647511155,0.006531207401567539,16,16,0.0,1.0,0.950983736426975,16,0.9120341588869326
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_SVD_KNN_Hankel_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,SVD_KNN_Hankel,,1035,201.5094912311995,0.004938040157625638,16,5,0.6875,0.3125,0.9367801407606999,10,0.856856109751356
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_SVD_KNN_Hankel_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,SVD_KNN_Hankel,,1035,291.8497236229578,0.0034147206547734147,16,5,0.6875,0.3125,0.9046074334599027,10,0.6966414825896443
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr10_Spline_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Spline,,1035,114.78681488780424,0.008636561951971695,16,8,0.5,0.5,0.9460461480322248,12,0.8450769591423599
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr20_Spline_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Spline,,1035,195.36504977210492,0.005092555936815479,16,8,0.5,0.5,0.8792594390999806,12,0.7450395870812263
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr30_Spline_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Spline,,1035,267.06964958991216,0.0037303738096788686,16,8,0.5,0.5,0.823268570109252,12,0.6643517040645286
esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_mr40_Spline_imputed.csv,esmond data perfsonar.restena.lu to psmp-gn-bw-lis-pt.geant.org 10-23-2023_longest.csv,Spline,,1035,354.41785974230015,0.002813589617373369,16,19,0.15789473684210525,0.8421052631578947,0.7465494293694468,17,0.5407387631675408
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr10_ARIMA_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,ARIMA,,884,20.826574342212943,0.04581570998367728,221,221,0.0,1.0,0.9969818870046937,221,0.9999733780147001
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr20_ARIMA_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,ARIMA,,884,51.04439481944978,0.019214365033336595,221,221,0.0,1.0,0.9906851348250433,221,0.9999156955785731
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr30_ARIMA_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,ARIMA,,884,72.92374701860747,0.013527452819028347,221,221,0.0,1.0,0.988542576391369,221,0.9997611053763024
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr40_ARIMA_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,ARIMA,,884,102.34236522053723,0.009676573570441854,221,221,0.0,1.0,0.9810754421220559,221,0.999670770264351
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr10_HoltWinters_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,HoltWinters,,884,26.735234078820127,0.03605522120917108,221,221,0.0,1.0,0.9965784700695065,221,0.9999414802436428
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr20_HoltWinters_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,HoltWinters,,884,55.79307916227932,0.017607779235611114,221,221,0.0,1.0,0.9880610474883856,221,0.9999139312080438
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr30_HoltWinters_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,HoltWinters,,884,83.2062760457294,0.01187559938474106,221,221,0.0,1.0,0.9841934290701835,221,0.9997084710165568
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr40_HoltWinters_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,HoltWinters,,884,119.90000605816289,0.0082712981794138,221,221,0.0,1.0,0.976870687845952,221,0.999595230167114
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr10_KNN_Sklearn_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,KNN_Sklearn,,884,81.18846400943468,0.012167157666861942,221,221,0.0,1.0,0.9745079093117321,221,0.9994420203456575
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr20_KNN_Sklearn_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,KNN_Sklearn,,884,177.80637632016646,0.00559264171994305,221,221,0.0,1.0,0.9344220469057284,221,0.9976243443355427
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr30_KNN_Sklearn_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,KNN_Sklearn,,884,237.34914952983547,0.004195525773733984,221,221,0.0,1.0,0.9168446139582046,221,0.995563144246421
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_mr40_KNN_Sklearn_imputed.csv,esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_longest.csv,KNN_Sklearn,,884,323.98052994085236,0.0030771074198875964,221,221,0.0,1.0,0.8688196451913477,221,0.9910627838141122
