dataset_base,imputed_file,original_file,method,missing_rate,n,dtw_distance,dtw_similarity,period_dom_ori,period_dom_imp,period_diff_ratio,period_similarity,spectral_cosine_similarity,trend_window,trend_corr
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_KNN_Sklearn_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,KNN_Sklearn,,1038,371.03913839073886,0.0026878892482267206,32,23,0.28125,0.71875,0.921075712785364,27,0.8468827620195372
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_Kalman_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Kalman,,1038,153.73826170509673,0.006462525744962936,32,32,0.0,1.0,0.9377181104161122,32,0.9063998385446521
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_Kalman_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Kalman,,1038,262.76288567099436,0.003791283968766378,32,32,0.0,1.0,0.9002444538903588,32,0.8024149717026439
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_Kalman_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Kalman,,1038,340.38563905042656,0.002929238625214368,32,32,0.0,1.0,0.8763040300556177,32,0.7704372483135012
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_Kalman_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Kalman,,1038,421.78624494682447,0.0023652614340037813,32,32,0.0,1.0,0.8571142892751846,32,0.29351065297117374
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_LOCF_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,LOCF,,1038,76.48859408825341,0.012905125093134079,32,9,0.71875,0.28125,0.9702001543416152,20,0.9472082159324343
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_LOCF_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,LOCF,,1038,134.57600761427787,0.007375936329715962,32,9,0.71875,0.28125,0.938611610844569,20,0.8816863138586768
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_LOCF_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,LOCF,,1038,208.33369326755474,0.004777061849866063,32,86,0.627906976744186,0.37209302325581395,0.9011853122990482,59,0.8190048849706276
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_LOCF_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,LOCF,,1038,266.4948086834416,0.003738390307168237,32,86,0.627906976744186,0.37209302325581395,0.8735751628589751,59,0.7547542988667512
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_Linear_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Linear,,1038,108.67365542044102,0.009117959971028919,32,23,0.28125,0.71875,0.9667978955876376,27,0.9328201993967331
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_Linear_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Linear,,1038,193.55813882033019,0.005139851799895538,32,32,0.0,1.0,0.9405166102082746,32,0.8876627130025045
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_Linear_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Linear,,1038,284.69626690776323,0.0035002207443013216,32,32,0.0,1.0,0.9061656668474759,32,0.8770844282277618
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_Linear_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Linear,,1038,359.8185341483867,0.002771476255675796,32,23,0.28125,0.71875,0.8776867501214386,27,0.7829941287385606
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_Mean_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Mean,,1038,99.42310278345836,0.009957867983389171,32,32,0.0,1.0,0.981016400746328,32,0.9687759566483944
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_Mean_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Mean,,1038,203.95873761984467,0.0048790308313412314,32,32,0.0,1.0,0.9560545508325422,32,0.9247130706426038
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_Mean_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Mean,,1038,295.56873782117776,0.0033718995715690393,32,32,0.0,1.0,0.9327412675683292,32,0.8962463300727509
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_Mean_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Mean,,1038,371.03913839073886,0.0026878892482267206,32,23,0.28125,0.71875,0.921075712785364,27,0.8468827620195372
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_SVD_KNN_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,SVD_KNN,,1038,93.23852097434009,0.010611371970409922,32,23,0.28125,0.71875,0.9797487403329095,27,0.9679605681556421
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_SVD_KNN_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,SVD_KNN,,1038,191.6905170677174,0.0051896689843256225,32,32,0.0,1.0,0.9526251463512992,32,0.9124128434450639
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_SVD_KNN_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,SVD_KNN,,1038,280.58070623733863,0.003551379685641957,32,32,0.0,1.0,0.9269792971556587,32,0.8760436555505228
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_SVD_KNN_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,SVD_KNN,,1038,356.381017499847,0.002798134067096689,32,23,0.28125,0.71875,0.914203107529778,27,0.8597502934392773
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_SVD_KNN_Hankel_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,SVD_KNN_Hankel,,1038,92.83263675581284,0.01065727272060327,32,32,0.0,1.0,0.9808303228773076,32,0.9682836427932303
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_SVD_KNN_Hankel_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,SVD_KNN_Hankel,,1038,194.26094544071734,0.005121351828666667,32,32,0.0,1.0,0.9545191988702386,32,0.9247441415968011
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_SVD_KNN_Hankel_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,SVD_KNN_Hankel,,1038,282.38983031570496,0.003528708136371617,32,32,0.0,1.0,0.9320178739144975,32,0.9081693427550317
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_SVD_KNN_Hankel_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,SVD_KNN_Hankel,,1038,353.83926698992684,0.0028181773919299298,32,9,0.71875,0.28125,0.9139724819626269,20,0.8555243127353861
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_Spline_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Spline,,1038,109.29079051745113,0.00906694017975845,32,23,0.28125,0.71875,0.9535265975372776,27,0.917597400864379
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_Spline_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Spline,,1038,197.16269912596064,0.005046358393434869,32,23,0.28125,0.71875,0.9040482704974308,27,0.8130724868921704
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_Spline_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Spline,,1038,287.93822075535684,0.0034609474557770505,32,7,0.78125,0.21875,0.846040187689584,19,0.7406429500432559
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr40_Spline_imputed.csv,esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_longest.csv,Spline,,1038,420.31011481471745,0.0023735485212354255,32,23,0.28125,0.71875,0.7886762328303318,27,0.5097993979474574
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr10_ARIMA_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,ARIMA,,299,28.811316194111395,0.033544308929155206,25,5,0.8,0.19999999999999996,0.9828316400572311,15,0.9528802126667448
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr20_ARIMA_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,ARIMA,,299,51.57956650398867,0.019018795066028934,25,17,0.32,0.6799999999999999,0.9301385151233672,21,0.9122796827805668
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr30_ARIMA_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,ARIMA,,299,78.77971036523854,0.012534515297459867,25,17,0.32,0.6799999999999999,0.9003368874886223,21,0.7927981401776681
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr40_ARIMA_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,ARIMA,,299,82.32834522967948,0.012000718329923403,25,33,0.24242424242424243,0.7575757575757576,0.8596517397092533,29,0.7380519499914742
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr10_HoltWinters_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,HoltWinters,,299,21.145203030497925,0.04515650629270909,25,25,0.0,1.0,0.9872716808137217,25,0.9666229774211288
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr20_HoltWinters_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,HoltWinters,,299,45.771076445987035,0.021380735189082872,25,25,0.0,1.0,0.9556605448519191,25,0.9358035119292697
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr30_HoltWinters_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,HoltWinters,,299,62.07823244313495,0.01585332944929141,25,25,0.0,1.0,0.9350726756072473,25,0.9000482539792825
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr40_HoltWinters_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,HoltWinters,,299,81.83441695058836,0.012072276679348282,25,25,0.0,1.0,0.903620036606586,25,0.8210864011395813
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr10_KNN_Sklearn_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,KNN_Sklearn,,299,18.28092824156162,0.05186472287389245,25,25,0.0,1.0,0.9900144240761708,25,0.9779591262067835
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr20_KNN_Sklearn_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,KNN_Sklearn,,299,41.553587218723635,0.02349978146049221,25,8,0.68,0.31999999999999995,0.9658316989582395,16,0.9379248612479951
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr30_KNN_Sklearn_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,KNN_Sklearn,,299,59.932437635172334,0.0164116198007277,25,17,0.32,0.6799999999999999,0.9583118211461326,21,0.9181577604558778
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr40_KNN_Sklearn_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,KNN_Sklearn,,299,74.7336615526536,0.013204168126807827,25,6,0.76,0.24,0.933935722132594,15,0.8571452809960842
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr10_Kalman_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Kalman,,299,69.87951738479141,0.014108448207557484,25,25,0.0,1.0,0.8895306638548917,25,0.8833507429718972
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr20_Kalman_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Kalman,,299,87.98907910689418,0.011237333951942511,25,25,0.0,1.0,0.8701065137488274,25,0.8935445510274729
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr30_Kalman_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Kalman,,299,103.24821864596265,0.009592490049121124,25,25,0.0,1.0,0.8482671568448662,25,0.8461561057600868
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr40_Kalman_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Kalman,,299,117.8000250760708,0.00841750664075764,25,25,0.0,1.0,0.8183900768773111,25,0.7293470111632683
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr10_LOCF_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,LOCF,,299,20.932001825593684,0.04559547313337554,25,25,0.0,1.0,0.9666538890228746,25,0.9225843897627781
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr20_LOCF_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,LOCF,,299,47.32397547627716,0.020693661689546058,25,25,0.0,1.0,0.8832802828372908,25,0.9242555645545496
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr30_LOCF_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,LOCF,,299,63.9208529279662,0.015403371257453493,25,17,0.32,0.6799999999999999,0.8645297393926343,21,0.8815944526542134
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr40_LOCF_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,LOCF,,299,73.21362529491752,0.013474614614581892,25,33,0.24242424242424243,0.7575757575757576,0.8558446460993022,29,0.8321242115610504
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr10_Linear_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Linear,,299,24.1737482677241,0.03972392149809988,25,25,0.0,1.0,0.9789422904397297,25,0.9571080839558529
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr20_Linear_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Linear,,299,46.77680293376811,0.020930659621286866,25,25,0.0,1.0,0.9162366416690846,25,0.9417212942345762
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr30_Linear_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Linear,,299,65.77617852342999,0.014975400241706353,25,25,0.0,1.0,0.8975097747137692,25,0.9149426692781581
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr40_Linear_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Linear,,299,80.15759947171186,0.012321705009874746,25,25,0.0,1.0,0.8641908975293945,25,0.838766767028902
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr10_Mean_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Mean,,299,18.28092824156162,0.05186472287389245,25,25,0.0,1.0,0.9900144240761708,25,0.9779591262067835
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr20_Mean_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Mean,,299,41.553587218723635,0.02349978146049221,25,8,0.68,0.31999999999999995,0.9658316989582395,16,0.9379248612479951
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr30_Mean_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Mean,,299,59.932437635172334,0.0164116198007277,25,17,0.32,0.6799999999999999,0.9583118211461326,21,0.9181577604558778
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr40_Mean_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,Mean,,299,74.7336615526536,0.013204168126807827,25,6,0.76,0.24,0.933935722132594,15,0.8571452809960842
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_mr10_SVD_KNN_imputed.csv,esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_longest.csv,SVD_KNN,,299,19.61631278264533,0.04850527883151798,25,25,0.0,1.0,0.9865572102086816,25,0.975278950102625
