timestamp,data,vazao_bps
1743701946,2025-04-03 14:39:06,826421691.453255
1743777986,2025-04-04 11:46:26,675592838.43499
1744076867,2025-04-07 22:47:47,760690579.420418
1744145215,2025-04-08 17:46:55,918967690.638352
1744283504,2025-04-10 08:11:44,809502614.8062755
1744497706,2025-04-12 19:41:46,663750134.6253097
1744541547,2025-04-13 07:52:27,852905314.5017233
1744635933,2025-04-14 10:05:33,682092856.1060803
1744679193,2025-04-14 22:06:33,816477167.5411524
1744730336,2025-04-15 12:18:56,831971821.5230387
1744809315,2025-04-16 10:15:15,878708665.0944965
1744815918,2025-04-16 12:05:18,853205305.013469
1744823028,2025-04-16 14:03:48,825924351.0815196
1744888188,2025-04-17 08:09:48,635243357.3007642
1745167784,2025-04-20 13:49:44,825755540.5255202
1745197587,2025-04-20 22:06:27,758665257.895226
1745249272,2025-04-21 12:27:52,790972789.6304976
1745304231,2025-04-22 03:43:51,915210846.130507
1745324131,2025-04-22 09:15:31,831593874.743258
1745472615,2025-04-24 02:30:15,875407019.67559
1745583902,2025-04-25 09:25:02,838132929.5114217
1745644690,2025-04-26 02:18:10,813893525.325503
1745916358,2025-04-29 05:45:58,902720676.9237173
1746162984,2025-05-02 02:16:24,791652040.838622
1746168558,2025-05-02 03:49:18,854065450.922908
1746206025,2025-05-02 14:13:45,863504710.6379542
1746466558,2025-05-05 14:35:58,779902948.323804
1746524198,2025-05-06 06:36:38,862413485.290237
1746595443,2025-05-07 02:24:03,705396508.055642
1746664761,2025-05-07 21:39:21,794252477.263255
1746703728,2025-05-08 08:28:48,693975490.4215095
1746818265,2025-05-09 16:17:45,697917964.6726507
1746946281,2025-05-11 03:51:21,864115411.8585684
1747098687,2025-05-12 22:11:27,873133268.2722297
1747143918,2025-05-13 10:45:18,746408093.6696597
1747330119,2025-05-15 14:28:39,747781981.713919
1747342564,2025-05-15 17:56:04,693634584.6778156
1747358847,2025-05-15 22:27:27,871312634.6166538
1747480913,2025-05-17 08:21:53,774278101.079662
1747637775,2025-05-19 03:56:15,825609118.4042794
1747658615,2025-05-19 09:43:35,790926799.2621487
1747978017,2025-05-23 02:26:57,828389951.0191183
1748011413,2025-05-23 11:43:33,874625903.9442127
1748087302,2025-05-24 08:48:22,839061755.552498
1748102393,2025-05-24 12:59:53,895472889.683457
1748129364,2025-05-24 20:29:24,649974190.6754705
1748206075,2025-05-25 17:47:55,829480005.4778348
1748257176,2025-05-26 07:59:36,835358148.004953
1748280270,2025-05-26 14:24:30,846262355.2732283
1748329202,2025-05-27 04:00:02,860883048.2076206
1748372915,2025-05-27 16:08:35,758773589.1440176
1748592995,2025-05-30 05:16:35,780994261.931648
1748657230,2025-05-30 23:07:10,805993869.758626
1748665196,2025-05-31 01:19:56,754111052.0299578
1749229566,2025-06-06 14:06:06,920558500.6525853
1750159561,2025-06-17 08:26:01,675127241.7176157
1750172870,2025-06-17 12:07:50,864979942.0512575
1750430883,2025-06-20 11:48:03,917082012.498494
1750809583,2025-06-24 20:59:43,823309665.5638956
1751451572,2025-07-02 07:19:32,853150291.7964156
1751719100,2025-07-05 09:38:20,775402528.1666695
1751727197,2025-07-05 11:53:17,669819592.8810033
1751748541,2025-07-05 17:49:01,908128750.380776
1751979803,2025-07-08 10:03:23,827852697.453839
1752063503,2025-07-09 09:18:23,921628075.9406134
1752106299,2025-07-09 21:11:39,918554596.820113
1752223861,2025-07-11 05:51:01,923797072.6448772
1752337459,2025-07-12 13:24:19,922223514.2235142
1752389517,2025-07-13 03:51:57,919603634.9298142
1752445701,2025-07-13 19:28:21,916655726.790428
1752563134,2025-07-15 04:05:34,763105436.517729
1753031197,2025-07-20 14:06:37,773436702.3595258
1753308671,2025-07-23 19:11:11,923797349.784567
1753361154,2025-07-24 09:45:54,877996659.806618
1754102876,2025-08-01 23:47:56,661385637.5071378
1754212930,2025-08-03 06:22:10,806356355.1236215
1754530777,2025-08-06 22:39:37,854586149.2407663
1754785756,2025-08-09 21:29:16,754586862.3527507
1754821435,2025-08-10 07:23:55,919191395.247848
1755599915,2025-08-19 07:38:35,921699456.12432
1755615910,2025-08-19 12:05:10,921699870.8897805
1755839987,2025-08-22 02:19:47,691845549.5105418
1755955447,2025-08-23 10:24:07,818407798.2250226
1756099406,2025-08-25 02:23:26,807440183.9792774
1756156623,2025-08-25 18:17:03,924498403.316441
1757034818,2025-09-04 22:13:38,875826222.3947266
1757603029,2025-09-11 12:03:49,774491141.1560184
1757623863,2025-09-11 17:51:03,772158863.721181
1758063015,2025-09-16 19:50:15,905123106.917782
1758143288,2025-09-17 18:08:08,862149665.0244472
1758314065,2025-09-19 17:34:25,761874803.540752
1758362836,2025-09-20 07:07:16,884721666.5387975
1758494193,2025-09-21 19:36:33,914272283.25093
1758550676,2025-09-22 11:17:56,915768953.3183674
1758831573,2025-09-25 17:19:33,710259877.9838308
1758854513,2025-09-25 23:41:53,899794416.4488845
1758897009,2025-09-26 11:30:09,825223576.696142
