file,rate,method,rmse,nrmse,nrmse_mean,mae,mape,r2
0,10,linear interpolation,14625661.091352709,0.14181431498140934,0.6059718748954817,10005278.434226789,42.71815543263374,-0.4665416328385579
0,10,knn imputer (k=5),13148738.586709505,0.12749368003927752,0.5447798717700216,8727378.059285749,37.77680125043832,-0.1853089602487592
0,10,"kalman arima (1,1,1)",15092361.733107109,0.14633956901255296,0.6253082632564867,10624665.501597157,45.97049873625848,-0.5616287531574922
0,10,ewma (alpha=0.2),13025517.259192059,0.1262988931476738,0.5396745532208995,8897142.195313847,37.6386590378874,-0.16319718498665203
0,10,kalman structural (level),13987229.349761246,0.13562391035418112,0.5795203061746871,9857224.817791644,42.38617067630211,-0.3413026336993945
0,10,"hankel+knn+svd (L=72, k=5, λ=0.2)",14321654.429717116,0.13886658522065845,0.5933762400327981,9877323.206008865,41.71220456743058,-0.4062086523404702
0,10,Hankel+SVD+KNN,14550584.165863149,0.14108634906638431,0.6028612800980132,9950759.242096333,42.833599634270044,-0.45152407665225036
0,20,linear interpolation,14198420.574374527,0.11547254052091573,0.5916359754289564,9883778.145709485,42.02893445118479,-0.4064743162288096
0,20,knn imputer (k=5),13020895.602829492,0.10589599647653605,0.5425695224750728,8776224.382066252,39.11907494757111,-0.1828602755054376
0,20,"kalman arima (1,1,1)",14777159.84480554,0.12017929600162766,0.615751543142063,10536256.627815908,45.34267001449945,-0.5234691891029086
0,20,ewma (alpha=0.2),13027626.669445325,0.10595073871765183,0.5428500002325864,8889934.5148978,37.94350250051345,-0.1840835353307979
0,20,kalman structural (level),13864180.516877495,0.11275424179318984,0.5777084796621677,9839512.606395762,42.13441673977396,-0.3410350903220045
0,20,"hankel+knn+svd (L=72, k=5, λ=0.2)",14060125.121736884,0.1143478149097178,0.5858733228444618,9805412.911372967,41.371309589446234,-0.37920906895652573
0,20,Hankel+SVD+KNN,14122082.626831766,0.11485170127370929,0.5884550388015248,9801667.564137243,42.25324449946446,-0.39139112705683154
0,30,linear interpolation,14613467.58341673,0.11765042362702949,0.603588488499849,10003566.229207652,42.08110009780485,-0.39832208314287687
0,30,knn imputer (k=5),13479906.762511432,0.10852432744039599,0.5567683714668933,8880333.778631723,38.785170372344055,-0.18980128020444043
0,30,"kalman arima (1,1,1)",15339885.232599339,0.123498682684549,0.6335921360521455,10820097.923867278,46.17977818031066,-0.5407950554175014
0,30,ewma (alpha=0.2),13439135.116123259,0.10819608218018249,0.5550843566171245,8953978.022639778,37.608851261288976,-0.18261476245843333
0,30,kalman structural (level),14297923.874170428,0.11511003744874831,0.5905554045016512,9940820.168444507,42.078992974614984,-0.3385870408176148
0,30,"hankel+knn+svd (L=72, k=5, λ=0.2)",14432404.706187261,0.11619271866497452,0.596109943947262,9868708.85443316,41.15772369215836,-0.36388594065380975
0,30,Hankel+SVD+KNN,14520020.950852206,0.11689810143895335,0.5997288082847967,9918602.932584736,42.46306220722019,-0.38049596409238595
0,40,linear interpolation,14315157.573241677,0.11524878288920039,0.5887353158663928,9875099.499253234,41.44808765162953,-0.37026127305949363
0,40,knn imputer (k=5),13446366.626923861,0.10825430178509815,0.5530048036743112,9020306.942805149,38.991336201493944,-0.20898528507014014
0,40,"kalman arima (1,1,1)",15038669.346428435,0.12107364725685811,0.6184909738213127,10781558.892148817,46.36550557970262,-0.5122720977857613
0,40,ewma (alpha=0.2),13163815.196529495,0.10597953056515556,0.5413843932966657,8928863.700410103,37.64293548014473,-0.1587097767604435
0,40,kalman structural (level),13975701.596794657,0.11251588330847123,0.5747746087981147,9853058.047879795,41.99181885258489,-0.3060456480287084
0,40,"hankel+knn+svd (L=72, k=5, λ=0.2)",14019442.52859651,0.11286803375647089,0.5765735293596871,9638619.180703985,39.91101225131516,-0.3142337238604207
0,40,Hankel+SVD+KNN,14395128.436739892,0.11589261406169098,0.5920242542759662,9992548.81696384,42.942923411109305,-0.3856138195895453
1,10,linear interpolation,16949824.51210831,0.16435002405880464,0.702266849655389,11892890.63012283,46.72744929975905,-0.9696714839877072
1,10,knn imputer (k=5),15477086.679052655,0.15006996480968962,0.6412482262679039,10890674.364563506,40.659272973888825,-0.642259621135439
1,10,"kalman arima (1,1,1)",17033880.391934764,0.1651650523124537,0.7057494614003404,12028800.349639138,47.482850900859894,-0.989255520375026
1,10,ewma (alpha=0.2),16695914.98731916,0.1618880495128118,0.6917468444515714,11715564.86120872,45.16119310033613,-0.9111018573026191
1,10,kalman structural (level),16962587.802150153,0.16447378032683843,0.7027956595839235,11932976.817937123,46.74524337268578,-0.9726389428531652
1,10,"hankel+knn+svd (L=72, k=5, λ=0.2)",16546672.473605223,0.1604409542522113,0.6855634134747098,11779844.768859975,45.23579318206231,-0.877088401377593
1,10,Hankel+SVD+KNN,16184665.742284663,0.15693084032982338,0.6705647138376177,11535014.510604873,44.40881426324594,-0.7958532876228077
1,20,linear interpolation,16453816.64745438,0.13381516624292497,0.6856163902705571,11637302.793256732,45.41441632815259,-0.8887959379139332
1,20,knn imputer (k=5),15335792.176669238,0.12472252630245752,0.6390292720159939,10893164.86264779,41.44856562227683,-0.6408321703870528
1,20,"kalman arima (1,1,1)",16704106.385802047,0.13585071602833437,0.6960457484313118,11852427.353265945,46.373135577746666,-0.9466964089145373
1,20,ewma (alpha=0.2),16218374.365533276,0.13190036745970402,0.675805712851055,11523093.887473896,44.49527839183205,-0.8351280565664332
1,20,kalman structural (level),16564504.521458281,0.13471536566645503,0.6902286587944694,11708512.683703626,45.459320473886144,-0.9142939760734112
1,20,"hankel+knn+svd (L=72, k=5, λ=0.2)",16166336.560955852,0.13147715577455849,0.6736373422841264,11549856.457636293,44.22481894560416,-0.823370671993612
1,20,Hankel+SVD+KNN,15872500.451729894,0.1290874532121242,0.6613934442964936,11354924.74914596,43.50082891663632,-0.7576905968430236
1,30,linear interpolation,16683411.197697133,0.13431517083463337,0.6890845646564231,11691177.344741292,45.42109873076289,-0.8225118607625646
1,30,knn imputer (k=5),15798527.468919521,0.12719112960642473,0.6525357011302133,11093187.274530936,41.721266603428326,-0.6343078793257679
1,30,"kalman arima (1,1,1)",16458898.62677475,0.1325076601306998,0.6798113923201027,11539037.051582865,44.465540895355474,-0.7737899747622166
1,30,ewma (alpha=0.2),16406254.900686556,0.13208383487223688,0.6776370181082878,11557021.267259844,44.3926778174546,-0.7624612000210318
1,30,kalman structural (level),16928531.654006448,0.13628859195182033,0.6992089163805839,11791537.42171453,45.66777966187897,-0.8764596718687998
1,30,"hankel+knn+svd (L=72, k=5, λ=0.2)",16315690.455250151,0.13135471665916942,0.6738963825321828,11572562.639266638,44.29260587920824,-0.7430569213763079
1,30,Hankel+SVD+KNN,16245638.920347711,0.13079074423373713,0.6710030035427333,11493482.544451244,43.605018087584796,-0.7281213982616024
1,40,linear interpolation,16384958.057965178,0.13191237778624507,0.673859397520365,11651644.15481139,45.255446435929954,-0.7951543095130791
1,40,knn imputer (k=5),15822689.697961168,0.12738565540711483,0.6507351504532279,11266921.095058085,42.08914587429875,-0.6740627781779671
1,40,"kalman arima (1,1,1)",15971323.352909798,0.1285822784789574,0.6568479634870241,11430439.654667273,44.08026428286748,-0.7056617988846636
1,40,ewma (alpha=0.2),16018667.020208027,0.12896343390848836,0.6587950527019691,11536283.887115188,44.40607890024077,-0.7157889460999172
1,40,kalman structural (level),16609645.173918867,0.13372129372112454,0.6831000390924402,11751629.271582417,45.62155906760824,-0.8447258251943981
1,40,"hankel+knn+svd (L=72, k=5, λ=0.2)",16051186.496838514,0.12922524242038785,0.6601324717452388,11584295.133800639,44.24837139713516,-0.7227624595299964
1,40,Hankel+SVD+KNN,16188307.034241537,0.13032917543432485,0.6657717881472207,11633943.122253986,43.88369154346643,-0.7523222829384253
2,10,linear interpolation,7855633.244401439,0.07617031738542357,0.3254753939577949,5656751.0491404105,26.387018371666095,0.5769167967084877
