dataset,missing_rate,pattern,median_rmse,median_mae,median_mape,median_r2,interpolation_rmse,interpolation_mae,interpolation_mape,interpolation_r2,knn_rmse,knn_mae,knn_mape,knn_r2,hybrid_svd_rmse,hybrid_svd_mae,hybrid_svd_mape,hybrid_svd_r2
0.csv_random_missing_10%,0.1,random,0.19004233383608155,0.1593878777661819,74.94849457574465,-0.010701912845500372,0.04795229883367777,0.0337417829398968,11.682253092153488,0.935651083091672,0.3986707921427196,0.35100531405550955,99.99999567711122,-3.447861089695885,0.049212109481977816,0.0365539638867683,13.557531090409872,0.9322254971908294
0.csv_random_missing_20%,0.2,random,0.18932924419654107,0.15774272281183813,72.92978901312246,-0.018232479550778447,0.052205950590305354,0.03762961924273662,13.179637576475034,0.9225802865297055,0.40191457166183675,0.35543158437019584,99.99999574174417,-3.5885878184028446,0.051896812865233226,0.03866771444384258,14.68467335609524,0.9234944540951548
0.csv_random_missing_30%,0.3,random,0.18899779910161446,0.1570095638860964,71.76955423652186,-0.02585002907095424,0.05550264371501181,0.040366428671695806,14.127351163600835,0.9115296548560142,0.40197243274787015,0.3560361897423896,99.99999575450201,-3.6404801780939318,0.05431779975962428,0.040596720415124965,15.274452296597897,0.9152665828698696
0.csv_random_missing_40%,0.4,random,0.19156190397614675,0.15846938302645602,71.59421549151925,-0.032037644733699855,0.060807650160424935,0.044241995992868766,16.439123846457633,0.896009494108558,0.4039790488013097,0.35727057695879233,99.99999575249761,-3.5898123862719977,0.05843653015289353,0.04368357231655706,16.67824694539166,0.9039613404034155
0.csv_random_missing_50%,0.5,random,0.19142434587582996,0.1577216082642327,70.04398575868454,-0.03838728724157847,0.0729748824294171,0.05124955025452643,19.498571442179205,0.8490921516383517,0.4031997697466829,0.35676520216923224,99.99999577012886,-3.6068658919807666,0.06598124348300508,0.049223125581559134,18.83502171540634,0.8766310094838065
0.csv_consecutive_missing_10%,0.1,consecutive,0.17470478110119583,0.147822946603303,67.15005043528521,-0.01121088128705483,0.23164229920224128,0.17763620665222277,80.43838993170723,-0.7777385387907121,0.3895828115220607,0.34869956808432484,99.99999587770395,-4.0284221229573545,0.139345965321245,0.11367101274857325,55.89918214374163,0.3566890399656891
0.csv_consecutive_missing_20%,0.2,consecutive,0.18756992483627982,0.15785781851792735,64.37357244802438,-0.04797950570430176,0.2073822823757462,0.16120621706236624,71.01575463053904,-0.2810606185351656,0.4093106470887873,0.36601022356968377,99.99999605105653,-3.9903667574419748,0.16154246921725798,0.13357327954008136,58.718074885898076,0.22268004886606385
0.csv_consecutive_missing_30%,0.3,consecutive,0.1862541857490153,0.15762781831197453,66.18812586260123,-0.04353874664463331,0.23305818007822346,0.18189539987025494,76.80132420431428,-0.6338989643834734,0.4063191973636586,0.3631143593662788,99.99999597970162,-3.9662797513746613,0.1673718153180881,0.13897507589314048,61.97479600615904,0.157322983459801
0.csv_consecutive_missing_40%,0.4,consecutive,0.188342409063289,0.15763127022072346,65.7240495087471,-0.04717607784785538,0.22131435897177637,0.17971420341766325,73.00842765889769,-0.44591463765226336,0.40742475274073564,0.36348334972653823,99.99999597730212,-3.9002506110637407,0.17496398236094746,0.14387295913826728,63.23360317228287,0.09630728671987443
0.csv_consecutive_missing_50%,0.5,consecutive,0.19595708276114995,0.16358274208348567,69.04886430640413,-0.05353371098126547,0.21431038573132932,0.16993596296358357,82.11899142716156,-0.2601230096753946,0.41303078489253064,0.3662600807501149,99.99999589155101,-3.6804903170052308,0.18270583049555508,0.1517291139177675,66.68249263169352,0.08413530222545618
