file,rate,method,rmse,nrmse,nrmse_mean,mae,mape,r2,k
180,40,Temporal_Matrix+SVD+KNN,490375.5587693227,0.054798357762990295,1.232868827320174,293572.60704466596,374.9648197652323,0.05781087824963671,5
255,10,Temporal_Matrix+SVD+KNN,2074005.1968582775,0.10817020258018935,7.925960945617773,452935.09027836245,2265.873534746323,-0.29255769110142094,5
255,20,Temporal_Matrix+SVD+KNN,2020244.1533654225,0.08380899277320772,8.85771427151009,472522.6357379339,5547.3483214681255,-0.5089717849326598,5
255,30,Temporal_Matrix+SVD+KNN,2455054.686223531,0.05767867515222335,8.450126334904757,488596.10102451104,3836.823782570232,-0.14433865253664413,5
255,40,Temporal_Matrix+SVD+KNN,2513882.4094732003,0.05906076458522168,8.738039723334674,524265.1580454667,5756.289096947804,-0.1409867655750474,5
17,10,Temporal_Matrix+SVD+KNN,953051.4825129807,0.1346892910938244,0.7598814941891533,612799.5699340083,156.71243089000407,0.36467460131048,5
17,20,Temporal_Matrix+SVD+KNN,1146526.0968954903,0.07802528847514832,0.873439864650832,672733.0721694939,180.63813247885145,0.340961416188002,5
17,30,Temporal_Matrix+SVD+KNN,1246917.5489394104,0.08485729345730782,0.9397559729503483,719510.5924781458,184.69059079916602,0.2670356757094403,5
17,40,Temporal_Matrix+SVD+KNN,1224072.0749187698,0.08330257550920474,0.9335914756263574,723795.3157755679,191.530931044203,0.2629069439083488,5
284,10,Temporal_Matrix+SVD+KNN,104.96823649883729,0.06132086348308821,0.17157175718843531,72.97700637607116,19.968335648554916,0.8667983560540196,5
284,20,Temporal_Matrix+SVD+KNN,118.91802666768555,0.06919631939977978,0.19538045168565912,86.14282436299025,27.849668841144197,0.8394560053257191,5
284,30,Temporal_Matrix+SVD+KNN,135.14129973712133,0.07863635819355816,0.22179085231207604,100.39699504164194,41.56285479512645,0.7988771136717797,5
284,40,Temporal_Matrix+SVD+KNN,149.05740604904426,0.08673389701205908,0.24372336789605822,112.19990992306636,46.333329483410964,0.7539739095464522,5
169,10,Temporal_Matrix+SVD+KNN,985558.1808659496,0.14220029260884343,0.7608587089328989,667772.4733589734,97.22666856982015,0.14620528533506127,5
169,20,Temporal_Matrix+SVD+KNN,1028432.726553544,0.12406764989357458,0.7861324187924857,685280.912005732,119.90912633858383,0.12440565431487427,5
169,30,Temporal_Matrix+SVD+KNN,1113663.8059896685,0.07191925651062346,0.8440255072594421,699517.7165566206,124.78942606986064,0.11141430161025156,5
169,40,Temporal_Matrix+SVD+KNN,1079961.8474412,0.06974281889208762,0.8302240026937842,700829.8888597209,131.070721682281,0.11239026608284797,5
263,10,Temporal_Matrix+SVD+KNN,61311.425788787834,0.061892188665442466,8.83271805182104,8744.004055339532,26821.168317105377,-0.03041323006940866,5
263,20,Temporal_Matrix+SVD+KNN,49486.86726919248,0.04995560593728756,8.63417772583131,8099.574638146053,36947.657957647105,-0.04696148009754997,5
263,30,Temporal_Matrix+SVD+KNN,50943.49408740966,0.05142602989709724,8.104239436872444,7260.9221064711555,14421.33656337314,-0.0007290134885700184,5
263,40,Temporal_Matrix+SVD+KNN,47521.88395119452,0.047972010334573795,7.906727420283413,6993.396709366388,15774.1477886022,-0.001136596426635439,5
170,10,Temporal_Matrix+SVD+KNN,429207.8703196782,0.06614124479766484,1.5142340167170867,226566.36033269862,242.4512320003449,-0.03257621263279731,5
170,20,Temporal_Matrix+SVD+KNN,425868.94832087087,0.053916391155794316,1.4087453881784466,196859.606740071,165.96026486263503,0.18285770249951627,5
170,30,Temporal_Matrix+SVD+KNN,420278.71849065344,0.05320864991435095,1.37275178431775,196303.773261548,163.62857239941033,0.18139633811120548,5
170,40,Temporal_Matrix+SVD+KNN,410492.2237577912,0.05196964791586864,1.3427221577426633,197189.52353668568,172.5165025839361,0.18575599282052602,5
238,10,Temporal_Matrix+SVD+KNN,848927.8672191702,0.1455456424642681,0.6580189237037435,597964.1505731228,65.54524783610488,0.15744394028910602,5
238,20,Temporal_Matrix+SVD+KNN,849420.2359862537,0.1290095076718753,0.6649048797466816,607365.8368708594,86.419963823144,0.13749358762951525,5
238,30,Temporal_Matrix+SVD+KNN,852595.8599445795,0.12949181980202953,0.6688620421550825,608237.1834038125,78.76728665309457,0.12185613353474078,5
238,40,Temporal_Matrix+SVD+KNN,850611.0264428636,0.12919036431272193,0.6676700027375747,609720.417224764,78.41994236292186,0.11762248956968713,5
96,10,Temporal_Matrix+SVD+KNN,471924.7471547203,0.1022621669750535,1.1501143471477533,241735.4531625142,170.17515418680495,0.4669339652639396,5
96,20,Temporal_Matrix+SVD+KNN,555847.2123909298,0.058115162136706304,1.2538144519213794,270421.6112574261,206.5208703541474,0.42424912592898434,5
96,30,Temporal_Matrix+SVD+KNN,590678.5980399939,0.06175686722997185,1.3111255329374523,280578.44831300725,220.1271631490831,0.4047706558481514,5
96,40,Temporal_Matrix+SVD+KNN,590598.8051860722,0.061748524695297506,1.3171938263881229,284925.76237808284,238.70764992775682,0.41082869418070256,5
94,10,Temporal_Matrix+SVD+KNN,2719888.1300792685,0.09049743385067606,0.5870286726886227,1707564.7800947947,63.906300006483164,0.48716614243294376,5
94,20,Temporal_Matrix+SVD+KNN,2560738.1134033296,0.08520211749292386,0.5373448110235868,1659122.1623447412,60.45959391045651,0.5451619938479795,5
94,30,Temporal_Matrix+SVD+KNN,2745296.3733720807,0.05203749558052483,0.5707106241460049,1741189.5618895986,61.9969765450779,0.501071044348524,5
94,40,Temporal_Matrix+SVD+KNN,3029814.1029244494,0.05743057089208999,0.6230297507847066,1852930.598707009,64.69004147847812,0.4416350810952111,5
147,10,Temporal_Matrix+SVD+KNN,1545057.9975291777,0.06911610483418085,1.5009587745404318,542105.3113042903,487.1601944395462,0.5791326386609281,5
147,20,Temporal_Matrix+SVD+KNN,1476377.7448776031,0.06604302059067271,1.3379755674535716,590921.7977908235,521.5827902665923,0.601832521833408,5
147,30,Temporal_Matrix+SVD+KNN,1567728.1087100294,0.06709473490360465,1.4223066067629238,606801.130709555,533.6368283850638,0.5834590881314405,5
147,40,Temporal_Matrix+SVD+KNN,1515898.8960119244,0.06487657777104978,1.4274820629901774,603580.6138011615,562.708339807988,0.5796802585377308,5
208,10,Temporal_Matrix+SVD+KNN,974347.1314052253,0.1060555273209282,0.9315398226404525,524587.8040201333,557.4263865374274,0.5340033445352467,5
208,20,Temporal_Matrix+SVD+KNN,1049041.1324045535,0.07641303847483143,0.968593276165407,573888.1250056413,819.6317566899369,0.485159917956714,5
208,30,Temporal_Matrix+SVD+KNN,1147883.2475624732,0.07440865796679563,1.065270585384345,615161.9853305183,981.3245245488702,0.4263389280817069,5
208,40,Temporal_Matrix+SVD+KNN,1172489.0473791747,0.07599995547180304,1.0846316564148888,644528.7793503907,50653.02104911084,0.40085104532542026,5
83,10,Temporal_Matrix+SVD+KNN,1605741.307850662,0.1394917482629268,1.2297958771223634,1183260.7954775607,1620.4373455858872,-0.1264719419548901,5
83,20,Temporal_Matrix+SVD+KNN,1640078.604596074,0.14247228891985245,1.2370541967434157,1199156.3741368528,1492.7818367463626,-0.15541015041738349,5
83,30,Temporal_Matrix+SVD+KNN,1608820.0050095096,0.13975687990284147,1.2071522563170085,1177303.1025016082,1372.8274802567403,-0.11905337397905602,5
83,40,Temporal_Matrix+SVD+KNN,1646485.0741579912,0.14302881369849652,1.2340485070222338,1199200.985717556,1416.1584381001696,-0.1529859011850423,5
120,10,Temporal_Matrix+SVD+KNN,971511.4106762736,0.13137145458908076,0.6144957499186573,648844.526721216,58.82159189705831,0.09917893897940966,5
120,20,Temporal_Matrix+SVD+KNN,900290.1500966905,0.12039987639135037,0.5681161558909456,620199.378001114,56.964561984392695,0.16550753302874344,5
120,30,Temporal_Matrix+SVD+KNN,903427.5560467575,0.10487509615563897,0.5697304618437674,627793.1515152394,56.29239771700934,0.15674342950309328,5
120,40,Temporal_Matrix+SVD+KNN,982720.8695764842,0.08031505306634268,0.6132063163757423,653749.2098831522,59.25246575971427,0.12137406365821113,5
79,10,Temporal_Matrix+SVD+KNN,979715.2940295248,0.048261810231814424,1.3088405756359556,412516.67640414153,91.42498593206751,0.1536874747947149,5
79,20,Temporal_Matrix+SVD+KNN,959419.019559125,0.0472433479402383,1.2589835121571022,364422.14321194723,70.21385982184077,0.21553586475183795,5
79,30,Temporal_Matrix+SVD+KNN,881547.825088196,0.04340884407913849,1.1555713497673634,367881.15563777904,70.36797181654887,0.23236959792787304,5
79,40,Temporal_Matrix+SVD+KNN,838650.3142230862,0.041296501098381434,1.1085885549834233,370314.94694956625,72.38218354813813,0.23702524460885255,5
240,10,Temporal_Matrix+SVD+KNN,296537.39766337554,0.08630162651832723,1.2509803869563547,141794.30593142085,1320.0764190415948,0.4844155791756656,5
240,20,Temporal_Matrix+SVD+KNN,295781.8389132198,0.08608034943350358,1.1821623082779407,157872.4680357069,1613.2050464816036,0.49152835993827904,5
240,30,Temporal_Matrix+SVD+KNN,307275.46466139617,0.07349781305332095,1.2226777884499438,161994.82314849913,1709.4242194318842,0.4758875446984909,5
240,40,Temporal_Matrix+SVD+KNN,330646.88372494146,0.06440157148484156,1.3175997329541833,165095.22219663466,1810.1169619431055,0.4300405299347817,5
53,10,Temporal_Matrix+SVD+KNN,11601300.30927543,0.07788960420066106,0.29417123627295105,7955897.778731433,26.534389715720692,0.8084937289777532,5
53,20,Temporal_Matrix+SVD+KNN,12151023.289769769,0.08157706638021037,0.3060825857185214,8805385.206303144,30.139911088689853,0.7831257814184103,5
53,30,Temporal_Matrix+SVD+KNN,12961576.127024649,0.08631566403065584,0.32355705748330116,9426315.822787007,31.700890693331523,0.7521738022677775,5
53,40,Temporal_Matrix+SVD+KNN,13808609.419267196,0.09195635466576699,0.3434029197710297,10086700.173013762,33.42984026767581,0.7198795422389361,5
18,10,Temporal_Matrix+SVD+KNN,322365.02724355087,0.05043446552068287,1.877028237285185,109659.16491451285,493.2759187794142,0.25706829045511903,5
18,20,Temporal_Matrix+SVD+KNN,259968.24873692187,0.04067240106504728,1.649753655519751,103203.31378094867,563.8923058071327,0.2857775617181978,5
18,30,Temporal_Matrix+SVD+KNN,308068.9854398784,0.037807142784010365,1.8720977465154294,111988.18662533085,634.707820376712,0.2089898530744011,5
18,40,Temporal_Matrix+SVD+KNN,294079.78621171386,0.03609034661935263,1.8307871329266332,116214.11390086792,708.6382767334176,0.1962577335559168,5
22,10,Temporal_Matrix+SVD+KNN,5212684.239796646,0.08618347191347353,0.539940796379297,3289938.8419938902,41.446382363973946,0.4652430065400004,5
22,20,Temporal_Matrix+SVD+KNN,6779805.81069662,0.05740997927995006,0.6660435975837721,3685206.2199883847,44.144085518069474,0.33619756524298616,5
22,30,Temporal_Matrix+SVD+KNN,6262152.918160277,0.052969776254245954,0.6185173021249893,3614951.1462809253,45.32661364413285,0.3745560039387005,5
22,40,Temporal_Matrix+SVD+KNN,6399668.68933338,0.05413298317775387,0.6324017225530326,3873494.995037565,49.60309571748125,0.3377783141388113,5
264,10,Temporal_Matrix+SVD+KNN,11162.078227365262,0.07645263714489883,5.109086982426306,2614.128789271288,1545.7714611062631,-0.23452241683152408,5
264,20,Temporal_Matrix+SVD+KNN,259723.7549955521,0.03310539627053602,20.311229523533324,12987.492174572471,1088.377843723112,-0.001743481436064842,5
264,30,Temporal_Matrix+SVD+KNN,213824.10187068238,0.027254848616914653,22.017491864456055,9760.917918760404,1340.8940679660568,-0.00021178587935177795,5
264,40,Temporal_Matrix+SVD+KNN,186962.74415812572,0.023830995872085682,22.729915221672115,8280.794077421135,984.2892015054487,-0.00016602808377386147,5
112,10,Temporal_Matrix+SVD+KNN,222048.76462513354,0.09644380455124216,1.1409310289058918,116774.496855814,219.65803855867523,0.5805824557320637,5
112,20,Temporal_Matrix+SVD+KNN,237769.65419508083,0.09770391229472336,1.1032542137960497,126314.69255641376,238.1940781927726,0.585282736514394,5
112,30,Temporal_Matrix+SVD+KNN,273919.4445904924,0.08089453539335655,1.2638167993864944,152379.61092592892,347.42066016788027,0.44841332137211665,5
112,40,Temporal_Matrix+SVD+KNN,353585.85690009006,0.10442180787258883,1.6383361082949148,200084.16237314764,419.19775868550965,0.07100577609080438,5
165,10,Temporal_Matrix+SVD+KNN,1906149.836609346,0.08814795773158379,1.2569879610226622,815029.4587750492,1874.4505557208206,0.18409069994298854,5
165,20,Temporal_Matrix+SVD+KNN,1974638.6635826675,0.06526375041867134,1.2867764937591222,850592.8977226327,1125.4536681897507,0.17489085701526486,5
165,30,Temporal_Matrix+SVD+KNN,2021081.4102106895,0.06679872888363744,1.3250915141678576,845880.390754262,1802.497543002879,0.16020622995036882,5
165,40,Temporal_Matrix+SVD+KNN,1975526.1323706787,0.06529308213517893,1.288274924950373,856163.083403379,2146.1743166380797,0.15183122639172253,5
29,10,Temporal_Matrix+SVD+KNN,1111678.2681196206,0.07640080020057681,1.2087854686656,478255.6066285922,73.32193950353789,0.2874153036641298,5
29,20,Temporal_Matrix+SVD+KNN,993893.8936659903,0.06830599371074315,1.1072620489498242,455210.87776632427,76.97177200213348,0.3107191743177864,5
29,30,Temporal_Matrix+SVD+KNN,1099638.7833634326,0.07514008460130497,1.1776072661616797,497831.08500447596,83.3097751074968,0.3036269684443955,5
29,40,Temporal_Matrix+SVD+KNN,1218608.398088492,0.08326946949630021,1.2894274954421743,516873.9599992362,79.90782816077511,0.2004824224689815,5
239,10,Temporal_Matrix+SVD+KNN,651698.3563062855,0.04807996062347915,1.744958429938352,224061.06401514646,454.2977623199947,0.3348153647340375,5
239,20,Temporal_Matrix+SVD+KNN,525865.344430861,0.038796453618190965,1.3994503487063286,222144.2388495093,586.8946203726072,0.42740579818995594,5
239,30,Temporal_Matrix+SVD+KNN,539584.8094280979,0.03980862639791229,1.4442170013488047,231446.1801406019,609.3658550305653,0.39167983203910406,5
239,40,Temporal_Matrix+SVD+KNN,544047.7175583009,0.040137883707049224,1.4794696831997005,237280.79297664203,674.1712063176518,0.3614283292464143,5
186,10,Temporal_Matrix+SVD+KNN,531784.9285795244,0.08046491877818446,0.8091774772183168,282452.0431129734,79.9694716973188,0.617632201250607,5
186,20,Temporal_Matrix+SVD+KNN,548418.5080543946,0.07089889412569363,0.8087880676552568,295962.98601358023,90.46258119080947,0.5755232773363255,5
186,30,Temporal_Matrix+SVD+KNN,609169.5335876086,0.07630971999446182,0.8906625003495752,320018.40745212365,86.50000057596175,0.48603587285041117,5
186,40,Temporal_Matrix+SVD+KNN,615589.2625780167,0.07711390946009916,0.9121973110779611,325621.8204542416,94.3957918957782,0.4655912755616235,5
62,10,Temporal_Matrix+SVD+KNN,685861.3299155873,0.09790267872778041,1.0031715378839887,319106.3310315341,490.98712361413294,0.7714080541596714,5
62,20,Temporal_Matrix+SVD+KNN,770810.3753864494,0.07277220032785467,1.0223632793401303,354564.8434051523,460.79883344083646,0.7376772155505826,5
62,30,Temporal_Matrix+SVD+KNN,837792.2047915434,0.07618429755769474,1.1184710828593458,378511.03370784805,428.7079532644308,0.6961139195757642,5
62,40,Temporal_Matrix+SVD+KNN,917225.5657909819,0.08001970686671367,1.213159135471582,414395.10735301784,491.7060861365098,0.6453196299561719,5
50,10,Temporal_Matrix+SVD+KNN,12534556.664709708,0.09240377495411595,0.3791420458278302,8200727.718358079,31.945722690921745,0.7377133471726576,5
50,20,Temporal_Matrix+SVD+KNN,12804078.314092552,0.09337207874476709,0.3772441151403562,8688501.541026393,33.53041817389837,0.7344586914781536,5
50,30,Temporal_Matrix+SVD+KNN,12923797.023684606,0.09424511189131915,0.38145602814200985,8980611.226278484,35.51312967022107,0.7149470850495091,5
50,40,Temporal_Matrix+SVD+KNN,13619308.214895923,0.09931703695461506,0.4003769961844435,9614472.637163987,37.28407489266641,0.6827324566607291,5
5,10,Temporal_Matrix+SVD+KNN,1157824.1016882048,0.04898301352246032,1.3515196962583884,422151.5482614667,385.57019513168257,0.6560513670726582,5
5,20,Temporal_Matrix+SVD+KNN,1276875.217810207,0.045970000474341965,1.3723681485969577,461766.0729483003,509.4966749352008,0.6133653819377853,5
5,30,Temporal_Matrix+SVD+KNN,1477603.069652995,0.039554955585316624,1.558791606820604,499444.2620550031,557.086133480136,0.5547148956433363,5
5,40,Temporal_Matrix+SVD+KNN,1452653.5873598508,0.03888706602535941,1.565400664313893,528734.6932731377,573.4133178510884,0.5364856756653091,5
49,10,Temporal_Matrix+SVD+KNN,122039890.21101989,0.05392895693985043,0.9174193041884857,49150221.727798276,37.683241158670015,0.17271322513817122,5
49,20,Temporal_Matrix+SVD+KNN,100827359.19466545,0.04453097427111124,0.7775042145913874,46759534.8488166,39.93204369975837,0.23244029628162588,5
49,30,Temporal_Matrix+SVD+KNN,99435944.27266681,0.043916447989883,0.7664123917074925,47214784.223957434,40.72819733703835,0.19420251754960338,5
49,40,Temporal_Matrix+SVD+KNN,96779125.04047526,0.04274304872785041,0.7449656348401565,48641871.14326488,42.688785051271196,0.18492535059074633,5
82,10,Temporal_Matrix+SVD+KNN,163569.5257214538,0.10362921625798101,1.3969226830000696,83264.97435263134,5632.006703732176,0.3431348709625257,5
82,20,Temporal_Matrix+SVD+KNN,317214.69368150993,0.03125422710463267,2.449454804631092,92475.05433208417,11404.342612303999,0.12556554748546678,5
82,30,Temporal_Matrix+SVD+KNN,328199.2201973225,0.03233649935938944,2.4233663393125644,98348.8044851613,14750.943348111428,0.12372792658924836,5
82,40,Temporal_Matrix+SVD+KNN,301141.7922561387,0.029670610937226904,2.2786629618500807,99011.86553137403,12346.049104911133,0.12250578498580678,5
100,10,Temporal_Matrix+SVD+KNN,495604.23137826414,0.06928558171389719,1.032697626538577,223438.08159997358,94.23377447419313,0.5427836511716115,5
100,20,Temporal_Matrix+SVD+KNN,591722.8088785278,0.04335633090907151,1.1378165412473973,246760.1199473299,97.18699410251368,0.4796461040693655,5
100,30,Temporal_Matrix+SVD+KNN,658776.2368074317,0.04826942630822138,1.2519674958366092,258224.22770669605,104.17439866888354,0.42703871289488315,5
100,40,Temporal_Matrix+SVD+KNN,642325.8176975152,0.0470640818397967,1.2304461386029264,258049.37150011226,108.65126976789756,0.42957987529558095,5
190,10,Temporal_Matrix+SVD+KNN,149138.06907979448,0.0826452250103507,2.1378821865086572,66795.4732550062,18949.961651513317,0.06853847317292439,5
190,20,Temporal_Matrix+SVD+KNN,155309.19212158892,0.08606496790700026,1.9933379588511382,71169.86545343365,10124.901839404216,0.04094481370326797,5
190,30,Temporal_Matrix+SVD+KNN,164073.08096558932,0.0909214983016012,2.088363331868357,81502.9328512736,6343.216335343071,-0.030372386094249526,5
190,40,Temporal_Matrix+SVD+KNN,148581.56582926333,0.04616702408176748,1.9361267536545217,59999.63972806983,6854.075879715002,0.19300001905974817,5
140,10,Temporal_Matrix+SVD+KNN,272664.42854321125,0.08036579401475274,1.1537333112202994,104339.8400110053,93198.28706204362,0.8047637239093082,5
140,20,Temporal_Matrix+SVD+KNN,343039.84123078507,0.08038805024240117,1.3236036937481508,128862.2737776475,87862.8830026979,0.7197850755073776,5
140,30,Temporal_Matrix+SVD+KNN,335327.4245697566,0.07858072041210318,1.3280882334607647,126042.33245755648,104503.7222093078,0.7150993356111421,5
140,40,Temporal_Matrix+SVD+KNN,344303.16293220833,0.08068409739553055,1.3983382145837908,128960.86736994212,233352.7152887344,0.6884991637307333,5
45,10,Temporal_Matrix+SVD+KNN,427369.4055763749,0.06923391032024125,0.9815624701942635,203248.39437886988,816.752083471167,0.7348321364366793,5
45,20,Temporal_Matrix+SVD+KNN,500293.4820965841,0.05829465715955837,1.0420806774448461,231236.8514297886,764.8289773881985,0.6783647604755276,5
45,30,Temporal_Matrix+SVD+KNN,565896.2012915107,0.055871154834464705,1.1847235322798353,250647.61013823326,889.5659145868914,0.6039018115072903,5
45,40,Temporal_Matrix+SVD+KNN,588756.985314876,0.05651460120538516,1.2329704176946594,261100.17864808827,896.8198530204651,0.5752753448722311,5
156,10,Temporal_Matrix+SVD+KNN,1916739.8836258606,0.06451973481974074,0.5998266512092971,1256989.7778271188,53.56681744178214,0.2752735838511797,5
156,20,Temporal_Matrix+SVD+KNN,1905692.900844848,0.06303610726520283,0.584502198229115,1117540.2644825762,44.192088370623544,0.33385230892838214,5
156,30,Temporal_Matrix+SVD+KNN,1892978.472114676,0.0625702430822675,0.5841690129300453,1115890.73582647,43.917720072503776,0.30571215395397944,5
156,40,Temporal_Matrix+SVD+KNN,1883520.185559661,0.06225761021422018,0.5846513024841031,1129051.3486243975,44.920568233118686,0.28952004624408345,5
277,10,Temporal_Matrix+SVD+KNN,32620.410815071227,0.06973897564052417,6.749452919814338,8973.637361439067,8726.165709945682,-0.4710174017247777,5
277,20,Temporal_Matrix+SVD+KNN,132466.3505151553,0.034072310953769794,12.953865744001213,13661.018337280564,16435.818724227618,-0.009711794245419014,5
277,30,Temporal_Matrix+SVD+KNN,113261.98603023455,0.02913266344438294,13.107547606260923,14704.40041933245,13381.873570023035,-0.06184426264075227,5
204,10,Temporal_Matrix+SVD+KNN,553140.3702493453,0.04513932267420462,2.7623386908820784,140323.63170912646,331.06755735360684,0.5088346673595908,5
204,20,Temporal_Matrix+SVD+KNN,896948.4801339053,0.03190055055742631,3.7408557536894236,184960.95938905887,355.3360152038498,0.3850199455527674,5
204,30,Temporal_Matrix+SVD+KNN,1303947.6280203778,0.03306780066707609,5.036722337695722,208197.98976103947,406.8665502892565,0.1672191632004837,5
204,40,Temporal_Matrix+SVD+KNN,1205315.9457006569,0.03056652474132554,4.862800664476932,198068.50390792056,418.5095075677702,0.24017402141284405,5
88,10,Temporal_Matrix+SVD+KNN,945300.9388676183,0.08464549718584695,0.7177317279092625,578444.1938312115,559.9544136999347,0.6620702670459122,5
88,20,Temporal_Matrix+SVD+KNN,1013837.1868225355,0.07507629586220031,0.7475088008753646,626824.4434006087,625.3905593536468,0.6173690519736039,5
88,30,Temporal_Matrix+SVD+KNN,1073106.9929138182,0.0770657042479066,0.7920464031559104,657634.6440773463,754.2564897514706,0.5628895888466801,5
88,40,Temporal_Matrix+SVD+KNN,1179905.6134560544,0.06576840363636273,0.854420834685514,709262.0788261154,722.6704878153224,0.5106531962174521,5
202,10,Temporal_Matrix+SVD+KNN,1213960.4352590018,0.055709051893613845,2.7740598501767018,343812.10732508684,161.32202249770413,0.035603897617330516,5
202,20,Temporal_Matrix+SVD+KNN,1249483.3841433628,0.050229527458822476,2.782440505062861,367720.9656359712,165.63693875974707,0.03095913080337087,5
