dataset,missing_rate,pattern,median_rmse,median_mae,median_mape,median_r2,interpolation_rmse,interpolation_mae,interpolation_mape,interpolation_r2,knn_rmse,knn_mae,knn_mape,knn_r2,hybrid_svd_rmse,hybrid_svd_mae,hybrid_svd_mape,hybrid_svd_r2
3.csv_consecutive_missing_30%,0.3,consecutive,16374063569.03756,12871807809.029373,67.8952960670316,-0.1841917261250181,18162403755.53838,14134319158.419632,89.81610600459643,-0.45698717856820537,29701789268.47097,25608372205.849133,100.0,-2.8964966132504033,14040209152.115685,11339430532.381163,67.0267667452882,0.129324682649002
3.csv_consecutive_missing_40%,0.4,consecutive,16981293967.70888,13139053784.43213,66.38889364082866,-0.20609964462230979,18247296450.339886,14272878704.56476,79.786108404588,-0.3926394213926001,30209156355.90038,25951971060.105236,100.0,-2.8169706720915477,14553447065.773306,11658945639.3046,65.31756625572271,0.11412311429104338
3.csv_consecutive_missing_50%,0.5,consecutive,17858453390.347904,13728198418.908344,70.38088476665942,-0.2228474148513,16239298611.000702,12670452660.824076,81.54821474140914,-0.011158218413190646,30850055827.731094,26285380747.519596,100.0,-2.6491901092464922,15496448800.879187,12226540356.826069,67.3559213244326,0.07923468332403638
4.csv_random_missing_10%,0.1,random,170392799.9761191,71037852.12217194,191.04344170767874,-0.17965385930468503,85466346.98603927,35151277.0477627,190.55654966372242,0.7032146924840271,173486643.58526698,74064566.28506787,99.99999999999972,-0.22288101754689182,109735566.56035835,61203362.865084074,1085.1917697276874,0.5107318624065443
4.csv_random_missing_20%,0.2,random,173869378.93464133,75635951.50286739,200.7954537178362,-0.20141881411034546,92100597.88748205,39541399.77724867,227.30412341867327,0.6628888461596065,177074206.1977496,78694923.67311828,99.99999999999972,-0.24611702681951875,103540186.61408043,54503185.40609575,873.4126144201409,0.573944564952825
4.csv_random_missing_30%,0.3,random,169728561.8069645,74390967.64858377,192.1581407349052,-0.20613744072801699,92405109.48465927,40375079.71782685,247.8397912279386,0.6424976438951935,172882368.7260184,77485375.32117139,99.99999999999969,-0.2513775090911343,99917325.48371714,53526314.66691241,806.1568791931517,0.5820074534115469
4.csv_random_missing_40%,0.4,random,175681948.05984983,75532050.88297872,186.10825349446088,-0.19816137446493087,102550762.33027835,43716879.95697254,289.59247326411435,0.5917381264639978,178719040.24623984,78618728.15517241,99.9999999999997,-0.2399457519950936,108582361.18357624,55003435.290412776,801.3172608649642,0.5423013823344106
4.csv_random_missing_50%,0.5,random,173685057.9633848,74390915.36023392,185.74067123653197,-0.19513735418573708,109234366.91814525,47034323.21611901,341.79916882148876,0.527271814840297,176743619.9746859,77442080.97660819,99.99999999999972,-0.23760027218035673,111462352.8201406,58460772.468126565,883.2223864968331,0.5077912645239575
4.csv_consecutive_missing_10%,0.1,consecutive,197718750.60438594,88128103.62966253,183.41200347721065,-0.2198116823353815,244193951.43331715,155499372.50974715,2005.1034482656278,-0.860659387314233,201018967.76733202,91435650.6589698,99.99999999999973,-0.2608724355155674,174252554.15941787,110547395.76877722,1801.5240307810263,0.05255201025213596
4.csv_consecutive_missing_20%,0.2,consecutive,201692471.21466774,87931641.29631425,210.66888288765796,-0.20997839964567167,212446850.78187117,131090837.12980938,2316.614076409395,-0.3424522233095235,204824070.76225695,91283002.86517943,99.99999999999969,-0.24784381171460002,181020557.70318618,108759851.84442993,1991.7858696842525,0.025337986337541474
4.csv_consecutive_missing_30%,0.3,consecutive,195453905.92086253,87649599.52803738,197.67726550277908,-0.2259024240248817,235950887.04665196,145847330.4813413,1892.2763536229481,-0.7865304595065417,198603401.42929974,90998759.9365821,99.9999999999997,-0.2657285052438445,174738972.54705212,107387419.90974724,1853.773657444351,0.02017898053523315
4.csv_consecutive_missing_40%,0.4,consecutive,189158173.4691549,84444334.48169802,199.32564947542605,-0.22242558786018796,214388223.26936296,130901132.61180188,1491.041901800079,-0.5702690059685582,192253923.25727698,87699654.30096593,99.99999999999969,-0.26276527476979017,169417937.98912072,104598782.8997369,1873.6681063450756,0.019402026041958953
4.csv_consecutive_missing_50%,0.5,consecutive,188170216.59183824,84842687.93510324,218.74124440107167,-0.2278213188183824,227179805.23757073,130997485.6970557,7171.819395663258,-0.7896695378592675,191265521.77219668,88002288.15128529,99.99999999999966,-0.26854763312900864,168980767.16447905,104038822.68041372,2023.4906750023376,0.009834124160828961
5.csv_random_missing_10%,0.1,random,959556686.8312646,374639798.2413273,137.61147284369648,-0.16660722304260367,625685285.7573496,166345541.0711413,396.8583070404307,0.5039844724010665,968436693.3100523,385507401.18853694,99.99999999999993,-0.18829935359777572,724911907.45417,440678151.07747066,2203.1728873370125,0.33418456976923683
5.csv_random_missing_20%,0.2,random,1005345085.4678175,407781336.0645161,152.51377214476702,-0.18361132431339766,611962550.084013,187643946.39942652,281.83223355271434,0.5614405389088184,1014508457.1369016,418687834.31182796,99.99999999999993,-0.2052860682540114,717178671.7225398,402628103.8962729,1981.9396010151384,0.3976713456060381
5.csv_random_missing_30%,0.3,random,1075147030.651851,415857719.7390782,154.29917714048494,-0.16421526706434397,617635643.2221981,199011119.98892623,266.926194767447,0.6157956548984723,1083904128.1167278,426562074.3879021,99.99999999999991,-0.1832576233642329,760477590.7393407,390725739.86032563,1854.65168222129,0.4175342238755724
5.csv_random_missing_40%,0.4,random,1038340800.8282884,406773997.84152603,148.98598603074754,-0.16948282957460514,636592234.3125596,210227573.9669837,318.83734811441707,0.5604212563329953,1047036387.8118919,417589010.4137931,99.99999999999993,-0.18915252037230856,728548951.2147142,391083000.1751994,1843.4039059485667,0.4242532630506598
5.csv_random_missing_50%,0.5,random,1097137664.7623136,407656380.56578946,154.10932321799547,-0.14930879726583624,806281884.7843691,248306081.7350541,410.076745052385,0.3792906514410038,1105576350.9111834,418287348.45292395,99.99999999999993,-0.16705671601314664,819081926.0095532,391351696.13034713,1810.3920467152388,0.35942620643016043
5.csv_consecutive_missing_10%,0.1,consecutive,994061256.1912092,452635417.5568384,101.9881263113882,-0.24799575196021584,1572372316.7819352,1006610436.0331099,3933.8298165407173,-2.1224650812851316,1004199808.9556841,465426113.7193606,99.99999999999994,-0.27358249481524033,869057630.7240739,608489015.1207105,2151.285993879884,0.04614147228831844
5.csv_consecutive_missing_20%,0.2,consecutive,1000134835.2034948,446209416.5446169,122.18567594809302,-0.23450913223427783,1153959318.0710812,727460171.1120461,3004.4733904709688,-0.6434564312749691,1010052985.9743346,458203029.39185256,99.99999999999996,-0.25911533179450585,892791006.5782747,612210796.5045905,2534.934997791013,0.016267970047192604
5.csv_consecutive_missing_30%,0.3,consecutive,988688034.5626012,452260830.44058746,108.35144069418119,-0.25245544654540564,984142400.8985418,616002393.088846,1718.8958791135701,-0.2409652377316871,998392364.1569141,465099141.2042724,99.99999999999994,-0.2771627134587842,879991996.0203174,603548514.4861363,2244.1708773405376,0.0077955434617345
5.csv_consecutive_missing_40%,0.4,consecutive,965372526.7910204,440041549.87391967,108.40331071866918,-0.2504133148702452,1222579363.394298,772278433.8845296,2251.6757008389927,-1.0054777164820354,974774209.5820878,452632196.2323335,99.99999999999996,-0.27488725486293086,857738678.5720676,590779610.5306188,2287.833628793994,0.01287146103593051
5.csv_consecutive_missing_50%,0.5,consecutive,989352784.8887244,453279052.1131479,122.31497391502015,-0.2539897426082449,1138281749.129537,741821800.4334047,5750.196089525512,-0.6599353279631339,998587738.8022231,465417795.60556257,99.99999999999994,-0.2775093323599389,882409976.9368793,595061647.7735084,2499.315049972571,0.0024551232719882687
