Data,Intervalo,Vazao
 7-9-2023,06:00:00 a 11:59:59,905968800.5
 7-9-2023,12:00:00 a 17:59:59,879758551.0
 7-9-2023,18:00:00 a 23:59:59,890240044.0
 8-9-2023,00:00:00 a 05:59:59,873991897.0
 8-9-2023,06:00:00 a 11:59:59,899154330.0
 8-9-2023,12:00:00 a 17:59:59,855115994.0
 8-9-2023,18:00:00 a 23:59:59,884997347.0
 9-9-2023,00:00:00 a 05:59:59,889190273.0
 9-9-2023,06:00:00 a 11:59:59,-1
 9-9-2023,12:00:00 a 17:59:59,901251702.0
 9-9-2023,18:00:00 a 23:59:59,895747659.5
 10-9-2023,00:00:00 a 05:59:59,883952389.0
 10-9-2023,06:00:00 a 11:59:59,902824404.5
 10-9-2023,12:00:00 a 17:59:59,887883050.5
 10-9-2023,18:00:00 a 23:59:59,878709225.0
 11-9-2023,00:00:00 a 05:59:59,890505471.0
 11-9-2023,06:00:00 a 11:59:59,882639668.0
 11-9-2023,12:00:00 a 17:59:59,896009257.5
 11-9-2023,18:00:00 a 23:59:59,929562670.0
 18-9-2023,00:00:00 a 05:59:59,-1
 18-9-2023,06:00:00 a 11:59:59,-1
 18-9-2023,12:00:00 a 17:59:59,928514465.0
 18-9-2023,18:00:00 a 23:59:59,899155785.5
 19-9-2023,00:00:00 a 05:59:59,881327751.5
 19-9-2023,06:00:00 a 11:59:59,912785421.5
 19-9-2023,12:00:00 a 17:59:59,910163012.0
 19-9-2023,18:00:00 a 23:59:59,915932327.5
 20-9-2023,00:00:00 a 05:59:59,872416622.5
 20-9-2023,06:00:00 a 11:59:59,912262259.5
 20-9-2023,12:00:00 a 17:59:59,-1
 20-9-2023,18:00:00 a 23:59:59,855900542.5
 21-9-2023,00:00:00 a 05:59:59,904921653.5
 21-9-2023,06:00:00 a 11:59:59,892338800.0
 21-9-2023,12:00:00 a 17:59:59,915669713.5
 21-9-2023,18:00:00 a 23:59:59,910425495.5
 22-9-2023,00:00:00 a 05:59:59,872416576.5
 22-9-2023,06:00:00 a 11:59:59,901252468.0
 22-9-2023,12:00:00 a 17:59:59,891815080.5
 22-9-2023,18:00:00 a 23:59:59,873989763.5
 23-9-2023,00:00:00 a 05:59:59,927991198.0
 23-9-2023,06:00:00 a 11:59:59,840958877.0
 23-9-2023,12:00:00 a 17:59:59,893911621.0
 23-9-2023,18:00:00 a 23:59:59,905449426.5
 24-9-2023,00:00:00 a 05:59:59,900990068.5
 24-9-2023,06:00:00 a 11:59:59,894700631.5
 24-9-2023,12:00:00 a 17:59:59,877136104.0
 24-9-2023,18:00:00 a 23:59:59,880279772.0
 25-9-2023,00:00:00 a 05:59:59,905185516.0
 25-9-2023,06:00:00 a 11:59:59,905184931.0
 25-9-2023,12:00:00 a 17:59:59,851444292.5
 25-9-2023,18:00:00 a 23:59:59,880806024.0
 26-9-2023,00:00:00 a 05:59:59,878447843.0
 26-9-2023,06:00:00 a 11:59:59,883950486.5
 26-9-2023,12:00:00 a 17:59:59,-1
 26-9-2023,18:00:00 a 23:59:59,894698459.0
 27-9-2023,00:00:00 a 05:59:59,848300274.0
 27-9-2023,06:00:00 a 11:59:59,881066308.0
 27-9-2023,12:00:00 a 17:59:59,-1
 27-9-2023,18:00:00 a 23:59:59,-1
 29-9-2023,00:00:00 a 05:59:59,-1
 29-9-2023,06:00:00 a 11:59:59,863502379.0
 29-9-2023,12:00:00 a 17:59:59,-1
 29-9-2023,18:00:00 a 23:59:59,891552718.5
 30-9-2023,00:00:00 a 05:59:59,903874319.0
 30-9-2023,06:00:00 a 11:59:59,880543887.0
 30-9-2023,12:00:00 a 17:59:59,-1
 30-9-2023,18:00:00 a 23:59:59,-1
 1-10-2023,00:00:00 a 05:59:59,887881988.5
 1-10-2023,06:00:00 a 11:59:59,898107500.0
 1-10-2023,12:00:00 a 17:59:59,884473596.5
 1-10-2023,18:00:00 a 23:59:59,884474823.0
 2-10-2023,00:00:00 a 05:59:59,422547057.0
 2-10-2023,06:00:00 a 11:59:59,854065365.0
 2-10-2023,12:00:00 a 17:59:59,891815484.5
 2-10-2023,18:00:00 a 23:59:59,903875720.0
 5-10-2023,00:00:00 a 05:59:59,-1
 5-10-2023,06:00:00 a 11:59:59,-1
 5-10-2023,12:00:00 a 17:59:59,892340641.5
 5-10-2023,18:00:00 a 23:59:59,896535237.5
 6-10-2023,00:00:00 a 05:59:59,887618936.0
 6-10-2023,06:00:00 a 11:59:59,864025291.0
 6-10-2023,12:00:00 a 17:59:59,-1
 6-10-2023,18:00:00 a 23:59:59,-1
 8-10-2023,00:00:00 a 05:59:59,877659560.0
 8-10-2023,06:00:00 a 11:59:59,866648887.0
 8-10-2023,12:00:00 a 17:59:59,849347150.0
 8-10-2023,18:00:00 a 23:59:59,856948605.0
 9-10-2023,00:00:00 a 05:59:59,873466433.5
 9-10-2023,06:00:00 a 11:59:59,859309181.0
 9-10-2023,12:00:00 a 17:59:59,921174752.0
 9-10-2023,18:00:00 a 23:59:59,834665995.0
 10-10-2023,00:00:00 a 05:59:59,896532552.0
 10-10-2023,06:00:00 a 11:59:59,894177334.0
 10-10-2023,12:00:00 a 17:59:59,896531192.5
 10-10-2023,18:00:00 a 23:59:59,851970172.0
 11-10-2023,00:00:00 a 05:59:59,-1
 11-10-2023,06:00:00 a 11:59:59,-1
 11-10-2023,12:00:00 a 17:59:59,898893928.0
 11-10-2023,18:00:00 a 23:59:59,912260372.0
 12-10-2023,00:00:00 a 05:59:59,897845040.5
 12-10-2023,06:00:00 a 11:59:59,883952097.0
 12-10-2023,12:00:00 a 17:59:59,890242691.5
 12-10-2023,18:00:00 a 23:59:59,881849682.0
 13-10-2023,00:00:00 a 05:59:59,-1
 13-10-2023,06:00:00 a 11:59:59,908067833.5
 13-10-2023,12:00:00 a 17:59:59,887881101.0
 13-10-2023,18:00:00 a 23:59:59,892338042.0
 14-10-2023,00:00:00 a 05:59:59,846202947.0
 14-10-2023,06:00:00 a 11:59:59,894958452.0
 14-10-2023,12:00:00 a 17:59:59,885001014.5
 14-10-2023,18:00:00 a 23:59:59,-1
 15-10-2023,00:00:00 a 05:59:59,871892521.0
 15-10-2023,06:00:00 a 11:59:59,894437492.5
 15-10-2023,12:00:00 a 17:59:59,897057979.0
 15-10-2023,18:00:00 a 23:59:59,899680408.5
 16-10-2023,00:00:00 a 05:59:59,878968666.0
 16-10-2023,06:00:00 a 11:59:59,847251102.0
 16-10-2023,12:00:00 a 17:59:59,861407645.5
 16-10-2023,18:00:00 a 23:59:59,-1
 17-10-2023,00:00:00 a 05:59:59,-1
 17-10-2023,06:00:00 a 11:59:59,904397885.0
 17-10-2023,12:00:00 a 17:59:59,904136329.5
 17-10-2023,18:00:00 a 23:59:59,909641252.5
 18-10-2023,00:00:00 a 05:59:59,880284041.0
 18-10-2023,06:00:00 a 11:59:59,911736719.0
 18-10-2023,12:00:00 a 17:59:59,875823888.0
 18-10-2023,18:00:00 a 23:59:59,-1
 22-10-2023,00:00:00 a 05:59:59,-1
 22-10-2023,06:00:00 a 11:59:59,888930717.0
 22-10-2023,12:00:00 a 17:59:59,921698897.0
 22-10-2023,18:00:00 a 23:59:59,911475454.0
 23-10-2023,00:00:00 a 05:59:59,892338018.5
 23-10-2023,06:00:00 a 11:59:59,434843596.5
 23-10-2023,12:00:00 a 17:59:59,878165495.0
 23-10-2023,18:00:00 a 23:59:59,-1
