timestamp,Data,Intervalo,Vazao,Hora_inicio
2023-07-18 12:00:00,2023-07-18,12:00:00 a 17:59:59,856685949.0,12:00:00
2023-07-18 18:00:00,2023-07-18,18:00:00 a 23:59:59,927988460.0,18:00:00
2023-07-19 00:00:00,2023-07-19,00:00:00 a 05:59:59,827329856.0,00:00:00
2023-07-19 06:00:00,2023-07-19,06:00:00 a 11:59:59,831783880.0,06:00:00
2023-07-19 12:00:00,2023-07-19,12:00:00 a 17:59:59,884475979.5,12:00:00
2023-07-19 18:00:00,2023-07-19,18:00:00 a 23:59:59,870845050.5,18:00:00
2023-07-20 00:00:00,2023-07-20,00:00:00 a 05:59:59,885347305.67,00:00:00
2023-07-20 06:00:00,2023-07-20,06:00:00 a 11:59:59,914358272.0,06:00:00
2023-07-20 12:00:00,2023-07-20,12:00:00 a 17:59:59,894959577.33,12:00:00
2023-07-20 18:00:00,2023-07-20,18:00:00 a 23:59:59,870840669.0,18:00:00
2023-07-21 00:00:00,2023-07-21,00:00:00 a 05:59:59,857210849.0,00:00:00
2023-07-21 06:00:00,2023-07-21,06:00:00 a 11:59:59,836764978.5,06:00:00
2023-07-21 12:00:00,2023-07-21,12:00:00 a 17:59:59,887038955.8329269,12:00:00
2023-07-21 18:00:00,2023-07-21,18:00:00 a 23:59:59,874313912.2151548,18:00:00
2023-07-22 00:00:00,2023-07-22,00:00:00 a 05:59:59,890763871.0,00:00:00
2023-07-22 06:00:00,2023-07-22,06:00:00 a 11:59:59,926416849.0,06:00:00
2023-07-22 12:00:00,2023-07-22,12:00:00 a 17:59:59,883686340.0,12:00:00
2023-07-22 18:00:00,2023-07-22,18:00:00 a 23:59:59,907019264.5,18:00:00
2023-07-23 00:00:00,2023-07-23,00:00:00 a 05:59:59,873989727.33,00:00:00
2023-07-23 06:00:00,2023-07-23,06:00:00 a 11:59:59,894961385.0,06:00:00
2023-07-23 12:00:00,2023-07-23,12:00:00 a 17:59:59,886396406.67,12:00:00
2023-07-23 18:00:00,2023-07-23,18:00:00 a 23:59:59,919080402.0,18:00:00
2023-07-24 00:00:00,2023-07-24,00:00:00 a 05:59:59,900989938.0,00:00:00
2023-07-24 06:00:00,2023-07-24,06:00:00 a 11:59:59,889542160.67,06:00:00
2023-07-24 12:00:00,2023-07-24,12:00:00 a 17:59:59,927989435.0,12:00:00
2023-07-24 18:00:00,2023-07-24,18:00:00 a 23:59:59,897968458.5792705,18:00:00
2023-07-25 00:00:00,2023-07-25,00:00:00 a 05:59:59,883032084.0,00:00:00
2023-07-25 06:00:00,2023-07-25,06:00:00 a 11:59:59,896010198.0,06:00:00
2023-07-25 12:00:00,2023-07-25,12:00:00 a 17:59:59,857736849.0,12:00:00
2023-07-25 18:00:00,2023-07-25,18:00:00 a 23:59:59,910165081.0,18:00:00
2023-07-26 00:00:00,2023-07-26,00:00:00 a 05:59:59,902298036.0,00:00:00
2023-07-26 06:00:00,2023-07-26,06:00:00 a 11:59:59,885522051.0,06:00:00
2023-07-26 12:00:00,2023-07-26,12:00:00 a 17:59:59,916980974.33,12:00:00
2023-07-26 18:00:00,2023-07-26,18:00:00 a 23:59:59,895747689.0,18:00:00
2023-07-27 00:00:00,2023-07-27,00:00:00 a 05:59:59,914885494.5,00:00:00
2023-07-27 06:00:00,2023-07-27,06:00:00 a 11:59:59,712507743.5,06:00:00
2023-07-27 12:00:00,2023-07-27,12:00:00 a 17:59:59,872551705.5,12:00:00
2023-07-27 18:00:00,2023-07-27,18:00:00 a 23:59:59,818415132.0,18:00:00
2023-07-28 00:00:00,2023-07-28,00:00:00 a 05:59:59,834666871.0,00:00:00
2023-07-28 06:00:00,2023-07-28,06:00:00 a 11:59:59,898369347.5,06:00:00
2023-07-28 12:00:00,2023-07-28,12:00:00 a 17:59:59,839647839.5,12:00:00
2023-07-28 18:00:00,2023-07-28,18:00:00 a 23:59:59,825493860.0,18:00:00
2023-07-29 00:00:00,2023-07-29,00:00:00 a 05:59:59,887359051.0,00:00:00
2023-07-29 06:00:00,2023-07-29,06:00:00 a 11:59:59,871367789.33,06:00:00
2023-07-29 12:00:00,2023-07-29,12:00:00 a 17:59:59,883950906.5,12:00:00
2023-07-29 18:00:00,2023-07-29,18:00:00 a 23:59:59,928514326.0,18:00:00
2023-07-30 00:00:00,2023-07-30,00:00:00 a 05:59:59,877003745.75,00:00:00
2023-07-30 06:00:00,2023-07-30,06:00:00 a 11:59:59,825753889.0,06:00:00
2023-07-30 12:00:00,2023-07-30,12:00:00 a 17:59:59,790888483.5,12:00:00
2023-07-30 18:00:00,2023-07-30,18:00:00 a 23:59:59,913837143.0,18:00:00
2023-07-31 00:00:00,2023-07-31,00:00:00 a 05:59:59,879492917.0,00:00:00
2023-07-31 06:00:00,2023-07-31,06:00:00 a 11:59:59,825229227.0,06:00:00
2023-07-31 12:00:00,2023-07-31,12:00:00 a 17:59:59,894174044.5,12:00:00
2023-07-31 18:00:00,2023-07-31,18:00:00 a 23:59:59,888406631.0,18:00:00
2023-08-01 00:00:00,2023-08-01,00:00:00 a 05:59:59,914097332.0,00:00:00
2023-08-01 06:00:00,2023-08-01,06:00:00 a 11:59:59,891816196.5,06:00:00
2023-08-01 12:00:00,2023-08-01,12:00:00 a 17:59:59,835193665.0,12:00:00
2023-08-01 18:00:00,2023-08-01,18:00:00 a 23:59:59,892075249.0,18:00:00
2023-08-02 00:00:00,2023-08-02,00:00:00 a 05:59:59,893127482.5,00:00:00
2023-08-02 06:00:00,2023-08-02,06:00:00 a 11:59:59,903873572.0,06:00:00
2023-08-02 12:00:00,2023-08-02,12:00:00 a 17:59:59,882552497.33,12:00:00
2023-08-02 18:00:00,2023-08-02,18:00:00 a 23:59:59,896797679.5,18:00:00
2023-08-03 00:00:00,2023-08-03,00:00:00 a 05:59:59,823919534.5,00:00:00
2023-08-03 06:00:00,2023-08-03,06:00:00 a 11:59:59,876785281.0,06:00:00
2023-08-03 12:00:00,2023-08-03,12:00:00 a 17:59:59,916979757.0,12:00:00
2023-08-03 18:00:00,2023-08-03,18:00:00 a 23:59:59,892859001.5,18:00:00
2023-08-04 00:00:00,2023-08-04,00:00:00 a 05:59:59,881675900.0,00:00:00
2023-08-04 06:00:00,2023-08-04,06:00:00 a 11:59:59,791414135.0,06:00:00
2023-08-04 12:00:00,2023-08-04,12:00:00 a 17:59:59,845159806.0,12:00:00
2023-08-04 18:00:00,2023-08-04,18:00:00 a 23:59:59,900466246.5,18:00:00
2023-08-05 00:00:00,2023-08-05,00:00:00 a 05:59:59,862980261.5,00:00:00
2023-08-05 06:00:00,2023-08-05,06:00:00 a 11:59:59,886571049.5,06:00:00
2023-08-05 12:00:00,2023-08-05,12:00:00 a 17:59:59,916457531.0,12:00:00
2023-08-05 18:00:00,2023-08-05,18:00:00 a 23:59:59,897059614.0,18:00:00
2023-08-06 00:00:00,2023-08-06,00:00:00 a 05:59:59,897843190.0,00:00:00
2023-08-06 06:00:00,2023-08-06,06:00:00 a 11:59:59,859045420.0,06:00:00
