file,rate,method,rmse,nrmse,nrmse_mean,mae,mape,r2
196,10,linear interpolation,59624.08928347276,0.05351702953722925,1.5484326375138242,21534.368875621472,145.847327364523,0.4854159884895777
196,10,knn imputer (k=5),83117.72873412912,0.07460430837917721,2.1585604991977827,47539.67016760999,1109.5535629712906,-2.431495877974754e-07
196,10,"kalman arima (1,1,1)",63935.19158590452,0.05738656267442067,1.6603916055914583,28468.575383020383,450.62726034993574,0.40831206608194326
196,10,kalman structural (level),71309.3528714992,0.06400541777268805,1.8518979605920165,31016.891692377638,228.6380583183609,0.263952636048285
196,10,ewma (alpha=0.2),75963.54386460295,0.06818289838233958,1.9727669134188122,35828.82661298676,398.0451534125526,0.16473707293495377
196,10,"Hankel+KNN+SVD (L=72, k=5, λ=0.2)",66839.94871812005,0.059993797017308094,1.7358279066171973,22848.993221984532,129.79700426429207,0.3533266149621578
196,10,Temporal_Matrix+SVD+KNN,62471.72550310814,0.05607299363678915,1.6223855131927514,21313.099320287733,180.60671891931815,0.4350893345224701
196,10,mean,83117.72873412912,0.07460430837917721,2.1585604991977827,47539.67016760999,1109.5535629712906,-2.431495877974754e-07
196,10,soft_impute,91603.89869258381,0.08222127349818079,2.3789456269049314,38506.09179822357,100.0,-0.2146207236327924
196,10,ffill,63983.67887015555,0.05743008359783646,1.6616508163289465,24511.265697167757,119.2691482810815,0.40741427508250727
196,10,bfill,73015.35430037197,0.06553668021974142,1.8962026757475408,27881.80898734708,219.75893274912698,0.22831303394523061
196,20,linear interpolation,56816.93849945535,0.05099383429778999,1.3619191330224731,22822.014732623127,149.02600963915776,0.5198639536817724
196,20,knn imputer (k=5),82094.44313868096,0.07368067588195322,1.9678285345569415,49295.10896687996,1117.2020952054781,-0.0023887347198356945
196,20,"kalman arima (1,1,1)",62859.68908992878,0.05641727016835223,1.50676568517043,30582.17112235539,493.8364721584389,0.4123034897833102
196,20,kalman structural (level),69581.22021158149,0.06244991911595933,1.6678828111463848,32857.60003909127,270.60804093617924,0.27990012493017835
196,20,ewma (alpha=0.2),74655.26258994175,0.0670039285908723,1.7895091356080932,37743.40256875336,458.71917053465097,0.17104776016360335
196,20,"Hankel+KNN+SVD (L=72, k=5, λ=0.2)",63216.94297035349,0.05673790949989233,1.5153291683137817,23479.844129081903,124.14358526995166,0.40560433197846
196,20,Temporal_Matrix+SVD+KNN,58657.01421682361,0.05264532272192893,1.40602630232583,22854.249766108893,199.22291734576402,0.4882609486051239
196,20,mean,82094.44313868096,0.07368067588195322,1.9678285345569415,49295.10896687996,1117.2020952054781,-0.0023887347198356945
196,20,soft_impute,91999.20041887686,0.08257030571498235,2.2052485505610027,41718.29084547989,100.0,-0.25885804665670165
196,20,ffill,64049.058020353805,0.05748474201317215,1.5352752167528796,27756.972986658704,139.61379171622428,0.38985346625115513
196,20,bfill,69645.90834539573,0.06250797743560618,1.6694334052024509,28800.41877698128,212.6502560268289,0.2785605804372946
196,30,linear interpolation,55162.14300487972,0.04950846443033818,1.324464790059189,23445.180859324162,175.33978562218817,0.5140146817237883
196,30,knn imputer (k=5),79255.8281013179,0.07113273946053883,1.9029636632843152,48476.515711098466,1084.8519457266004,-0.003236456985362235
196,30,"kalman arima (1,1,1)",62649.30217445584,0.05622824965330257,1.50423443201808,31616.144073880023,524.9079563227025,0.3731359481028985
196,30,kalman structural (level),68618.53129867365,0.061585680522997635,1.6475579754511727,33725.50792771967,292.5126907243934,0.24798980879872423
196,30,ewma (alpha=0.2),72821.65112324583,0.06535801417422785,1.7484765386685797,38354.75373175231,470.1195503188013,0.1530418858380005
196,30,"Hankel+KNN+SVD (L=72, k=5, λ=0.2)",59998.5607138917,0.05384918799678293,1.4405890850315297,23225.901518722872,130.62978942785108,0.42505996060286233
196,30,Temporal_Matrix+SVD+KNN,56283.40886568485,0.050514809506194136,1.3513868252092816,23503.07380370641,210.38830828357897,0.4940569018501324
196,30,mean,79255.8281013179,0.07113273946053883,1.9029636632843152,48476.515711098466,1084.8519457266004,-0.003236456985362235
196,30,soft_impute,89419.4074625637,0.08025463320652047,2.146995208682244,41648.62925681443,100.0,-0.2770398953986024
196,30,ffill,64542.04107349793,0.057926997949772005,1.5496798388133686,28964.946467168083,158.0282002492232,0.33468658491451664
196,30,bfill,69060.58493932195,0.0619824272001962,1.6581718575533302,30393.983621246065,263.72194001141366,0.23826941340534658
196,40,linear interpolation,55750.905488073586,0.050036883466823806,1.3547719213203222,24055.673628300206,199.22992108556122,0.499779475155508
196,40,knn imputer (k=5),78948.46369658347,0.0708568774495651,1.9184829539744197,48133.643471893134,1087.336822573181,-0.003101830989730603
196,40,"kalman arima (1,1,1)",63621.97103199083,0.057101227730523195,1.5460423320233758,32670.494380557073,557.9130441554934,0.3485637889204479
196,40,kalman structural (level),69417.69021826713,0.06230293204350838,1.6868808986562407,34941.61986682433,346.2637523654897,0.22447112093620336
196,40,ewma (alpha=0.2),73217.5338434681,0.06571332208115555,1.7792187970950661,39324.685515687015,528.89195635317,0.13724427482862167
196,40,"Hankel+KNN+SVD (L=72, k=5, λ=0.2)",59845.01505686902,0.05371137954183462,1.4542606137111473,23274.26964328968,144.9151340250475,0.4236137421895212
196,40,Temporal_Matrix+SVD+KNN,57777.35096321379,0.05185563448447596,1.404015452089412,24521.313141664392,215.73508524703064,0.46275434894881384
196,40,mean,78948.46369658347,0.0708568774495651,1.9184829539744197,48133.643471893134,1087.336822573181,-0.003101830989730603
