dataset,missing_rate,method,rmse,mae,n_points,imputed_csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.2,ARIMA,57593879.27561359,43462863.78147323,245,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr20_ARIMA_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.2,HoltWinters,55861334.35454641,42689939.11685414,245,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr20_HoltWinters_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.2,Linear,73128444.39398736,55474082.35210884,245,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr20_Linear_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.2,KNN_Sklearn,53659930.29876066,39176217.90802611,245,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr20_KNN_Sklearn_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.2,Spline,105123954.02166444,75278001.4454035,245,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr20_Spline_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.2,Mean,53659930.29876066,39176217.90802611,245,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr20_Mean_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.2,LOCF,89681731.04637419,63947885.0,245,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr20_LOCF_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.3,SVD_KNN,61204537.28847371,43539926.48463297,368,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr30_SVD_KNN_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.3,SVD_KNN_Hankel,57585951.30756201,40262155.268925056,368,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr30_SVD_KNN_Hankel_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.3,Kalman,127911029.24061048,78094616.20939706,368,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr30_Kalman_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.3,ARIMA,63229050.85729997,47107691.516280174,368,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr30_ARIMA_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.3,HoltWinters,63229844.75114194,46084461.605156876,368,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr30_HoltWinters_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.3,Linear,74491201.74466264,57638374.8236413,368,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr30_Linear_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.3,KNN_Sklearn,55053828.04478019,39454887.09793682,368,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr30_KNN_Sklearn_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.3,Spline,105834699.32426059,79330048.45170316,368,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr30_Spline_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.3,Mean,55053828.04478019,39454887.09793682,368,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr30_Mean_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.3,LOCF,88229318.72144298,63858950.10326087,368,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr30_LOCF_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.4,SVD_KNN,63645233.42112903,47470769.22236313,491,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_SVD_KNN_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.4,SVD_KNN_Hankel,59455970.844833545,40194175.52275373,491,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_SVD_KNN_Hankel_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.4,Kalman,136257235.14374152,85887180.67507485,491,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_Kalman_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.4,ARIMA,65166376.12857167,48275224.04857039,491,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_ARIMA_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.4,HoltWinters,73054545.07184745,56407861.736245014,491,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_HoltWinters_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.4,Linear,74810045.79643774,56574251.02841625,491,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_Linear_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.4,KNN_Sklearn,57040673.2305431,40504862.69188601,491,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_KNN_Sklearn_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.4,Spline,118440681.86276624,83947041.17111106,491,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_Spline_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.4,Mean,57040673.2305431,40504862.69188601,491,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_Mean_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023,0.4,LOCF,85522855.41170551,62102393.892057024,491,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_mr40_LOCF_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.1,SVD_KNN,43398694.87524057,31903854.802488986,110,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_SVD_KNN_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.1,SVD_KNN_Hankel,42999004.65135675,30628452.471631084,110,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_SVD_KNN_Hankel_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.1,Kalman,54787007.14771448,44338685.89596061,110,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_Kalman_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.1,ARIMA,40956468.27824342,30786318.378031436,110,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_ARIMA_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.1,HoltWinters,42101571.18666699,31764901.48416399,110,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_HoltWinters_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.1,Linear,50254202.201595984,37556747.21363636,110,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_Linear_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.1,KNN_Sklearn,40598541.13584988,30302270.863123175,110,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_KNN_Sklearn_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.1,Spline,62879141.83379222,49031500.71659542,110,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_Spline_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.1,Mean,40598541.13584988,30302270.863123175,110,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_Mean_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.1,LOCF,49401874.986223325,36667966.654545456,110,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr10_LOCF_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.2,SVD_KNN,42863123.4144545,30749033.800908227,220,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_SVD_KNN_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.2,SVD_KNN_Hankel,42950054.131014,29847523.106895827,220,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_SVD_KNN_Hankel_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.2,Kalman,64981741.242796026,50085006.805332564,220,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_Kalman_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.2,ARIMA,42448865.39869147,30279841.251284502,220,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_ARIMA_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.2,HoltWinters,45240914.61994571,32319585.975439884,220,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_HoltWinters_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.2,Linear,52523794.11691987,39093704.338787876,220,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_Linear_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.2,KNN_Sklearn,41061385.38079674,29154774.22952999,220,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_KNN_Sklearn_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.2,Spline,72904254.16985996,55820248.48820716,220,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_Spline_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.2,Mean,41061385.38079674,29154774.22952999,220,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_Mean_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.2,LOCF,54817467.28661957,40063905.05,220,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr20_LOCF_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.3,SVD_KNN,46240657.5755062,31946712.860542804,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_SVD_KNN_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.3,SVD_KNN_Hankel,45916350.90233149,30841028.71834737,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_SVD_KNN_Hankel_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.3,Kalman,69403496.27326576,51678868.204822265,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_Kalman_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.3,ARIMA,45621277.803387426,32066872.88287367,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_ARIMA_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.3,HoltWinters,46108573.137762204,32470557.2692485,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_HoltWinters_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.3,Linear,53982325.28084234,39593154.85609265,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_Linear_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.3,KNN_Sklearn,43384822.02195416,30537426.846544486,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_KNN_Sklearn_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.3,Spline,74948490.39625013,55087409.98442413,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_Spline_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.3,Mean,43384822.02195416,30537426.846544486,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_Mean_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.3,LOCF,57880151.48482541,41347531.97885197,331,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr30_LOCF_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.4,SVD_KNN,43849928.742719606,31627517.35455215,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_SVD_KNN_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.4,SVD_KNN_Hankel,43592486.177461125,30033159.27417926,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_SVD_KNN_Hankel_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.4,Kalman,70793641.15251012,53612604.738135844,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_Kalman_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.4,ARIMA,44919952.402506135,31836236.79094274,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_ARIMA_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.4,HoltWinters,47322135.245731,33694321.11189631,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_HoltWinters_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.4,Linear,51864724.01640806,37677920.769161,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_Linear_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.4,KNN_Sklearn,42265626.40853903,29953143.554975796,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_KNN_Sklearn_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.4,Spline,147799433.67806292,60286701.76547735,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_Spline_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.4,Mean,42265626.40853903,29953143.554975796,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_Mean_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023,0.4,LOCF,56119881.24914385,40639527.54648526,441,imputation_results_final_longest\imputed_datasets_all\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_mr40_LOCF_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.1,SVD_KNN,95782729.67207393,70533807.9978896,73,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_SVD_KNN_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.1,SVD_KNN_Hankel,96367733.559127,71199940.84563446,73,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_SVD_KNN_Hankel_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.1,Kalman,145579807.2310645,107400016.89414556,73,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_Kalman_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.1,ARIMA,90308975.9998427,72593454.12505494,73,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_ARIMA_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.1,HoltWinters,89394443.72370535,73453012.60871999,73,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_HoltWinters_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.1,Linear,110260449.00429569,81883465.85616438,73,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_Linear_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.1,KNN_Sklearn,89858308.69848563,70937947.24234916,73,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_KNN_Sklearn_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.1,Spline,162364049.99751472,117625359.70988405,73,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_Spline_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.1,Mean,89858308.69848563,70937947.24234916,73,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_Mean_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.1,LOCF,117493449.69880143,84097169.1780822,73,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr10_LOCF_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.2,SVD_KNN,89959399.52217588,65517624.15662486,146,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_SVD_KNN_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.2,SVD_KNN_Hankel,93274535.33187416,65782161.29086982,146,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_SVD_KNN_Hankel_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.2,Kalman,178685958.5517453,121625876.434491,146,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_Kalman_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.2,ARIMA,94186139.64454994,73834196.83293115,146,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_ARIMA_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.2,HoltWinters,93886570.52353412,73187731.47854115,146,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_HoltWinters_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.2,Linear,111080369.73082641,82663945.11780822,146,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_Linear_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.2,KNN_Sklearn,89066934.67021921,70265846.92014986,146,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_KNN_Sklearn_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.2,Spline,152218474.47357228,113705273.5285867,146,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_Spline_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.2,Mean,89066934.67021921,70265846.92014986,146,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_Mean_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.2,LOCF,122213592.58242188,88536032.80821918,146,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr20_LOCF_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023,0.3,SVD_KNN,99432779.89056714,71771444.85310644,219,imputation_results_final_longest\imputed_datasets_all\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_mr30_SVD_KNN_imputed.csv
